university_name,city,department,degree,program,duration,eligibility_criteria,test_required,fee_structure,admission_deadline,program_url
London School of Economics and Political Science (LSE),London,Department of Management,BSc,Management,3 Years,"A-Levels: A*AA. Mathematics required. IB: 38 points (766 HL, including 6 in HL Maths).",IELTS 7.0 overall (min 6.5 per component),"• £9,790
• £35,700",14-Jan-2026,https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-management
London School of Economics and Political Science (LSE),London,Department of Mathematics,BSc,Mathematics and Economics,3 Years,"A-Levels: A*AA. Mathematics (with A*) required. IB: 38 points (776 HL, including 7 in HL Maths).",IELTS 7.0 overall (min 6.5 per component),"• £9,790
• £35,700",14-Jan-2026,https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-mathematics-and-economics
London School of Economics and Political Science (LSE),London,Department of Mathematics,BSc,Mathematics with Data Science,3 Years,"A-Levels: A*AA. Mathematics (with A*) required. IB: 38 points (776 HL, including 7 in HL Maths).",IELTS 7.0 overall (min 6.5 per component),"• £9,790
• £35,700",14-Jan-2026,https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-mathematics-with-data-science
London School of Economics and Political Science (LSE),London,Department of Mathematics,BSc,Mathematics with Economics,3 Years,"A-Levels: A*AA. Mathematics (with A*) required. IB: 38 points (776 HL, including 7 in HL Maths).",IELTS 7.0 overall (min 6.5 per component),"• £9,790
• £35,700",14-Jan-2026,https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-mathematics-with-economics
London School of Economics and Political Science (LSE),London,Department of Mathematics,BSc,"Mathematics, Statistics and Business",3 Years,"A-Levels: A*AA. Mathematics (with A*) required. IB: 38 points (766 HL, including 7 in HL Maths).",IELTS 7.0 overall (min 6.5 per component),"• £9,790
• £32,100",14-Jan-2026,https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-mathematics-statistics-and-business
London School of Economics and Political Science (LSE),London,"Department of Philosophy, Logic and Scientific Method",BSc,Philosophy and Economics,3 Years,A-Levels: A*AA. Mathematics preferred. IB: 38 points (766 HL).,IELTS 7.0 overall (min 6.5 per component),"• £9,790
• £30,700",14-Jan-2026,https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-philosophy-and-economics
London School of Economics and Political Science (LSE),London,"Department of Philosophy, Logic and Scientific Method",BSc,"Philosophy, Logic and Scientific Method",3 Years,A-Levels: A*AA. IB: 38 points (766 HL).,IELTS 7.0 overall (min 6.5 per component),"• £9,790
• £30,700",14-Jan-2026,https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-philosophy-logic-and-scientific-method
London School of Economics and Political Science (LSE),London,"Department of Philosophy, Logic and Scientific Method",BSc,"Philosophy, Politics and Economics",3 Years,A-Levels: A*AA. IB: 38 points (766 HL).,IELTS 7.0 overall (min 6.5 per component),"• £9,790
• £30,700",14-Jan-2026,https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-philosophy-politics-and-economics
London School of Economics and Political Science (LSE),London,Department of Government,BSc,Politics,3 Years,A-Levels: A*AA. IB: 38 points (766 HL).,IELTS 7.0 overall (min 6.5 per component),"• £9,790
• £28,900",14-Jan-2026,https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-politics
London School of Economics and Political Science (LSE),London,Department of Government,BSc,Politics and Economics,3 Years,"A-Levels: A*AA. Mathematics required. IB: 38 points (766 HL, including 6 in HL Maths).",IELTS 7.0 overall (min 6.5 per component),"• £9,790
• £30,700",14-Jan-2026,https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-politics-and-economics
London School of Economics and Political Science (LSE),London,Department of Government,BSc,Politics and International Relations,3 Years,A-Levels: A*AA. IB: 38 points (766 HL).,IELTS 7.0 overall (min 6.5 per component),"• £9,790
• £30,700",14-Jan-2026,https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-politics-and-international-relations
London School of Economics and Political Science (LSE),London,Department of Government,BSc,Politics and Philosophy,3 Years,A-Levels: A*AA. IB: 38 points (766 HL).,IELTS 7.0 overall (min 6.5 per component),"• £9,790
• £28,900",14-Jan-2026,https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-politics-and-philosophy
London School of Economics and Political Science (LSE),London,Department of Psychological and Behavioural Science,BSc,Psychological and Behavioural Science,3 Years,A-Levels: A*AA. IB: 38 points (766 HL).,IELTS 7.0 overall (min 6.5 per component),"• £9,790
• £30,700",14-Jan-2026,https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-psychological-and-behavioural-science
London School of Economics and Political Science (LSE),London,Department of Anthropology,BA,Social Anthropology,3 Years,A-Levels: A*AA. IB: 38 points (766 HL).,IELTS 7.0 overall (min 6.5 per component),"• £9,790
• £28,900",14-Jan-2026,https://www.lse.ac.uk/study-at-lse/undergraduate/ba-social-anthropology
London School of Economics and Political Science (LSE),London,Department of Anthropology,BSc,Social Anthropology,3 Years,A-Levels: A*AA. IB: 38 points (766 HL).,IELTS 7.0 overall (min 6.5 per component),"• £9,790
• £28,900",14-Jan-2026,https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-social-anthropology
London School of Economics and Political Science (LSE),London,Department of Sociology,BSc,Sociology,3 Years,A-Levels: A*AA. IB: 38 points (766 HL).,IELTS 7.0 overall (min 6.5 per component),"• £9,790
• £30,700",14-Jan-2026,https://www.lse.ac.uk/study-at-lse/undergraduate/bsc-sociology
London School of Economics and Political Science (LSE),London,Department of Accounting,MSc,Accounting and Data Analytics,12 Months,"Upper second-class Honours or equivalent in accounting, finance or related.",IELTS 7.0 overall (min 6.5 per component),"• £43,000
• £43,000",Rolling admissions — apply early,https://www.lse.ac.uk/study-at-lse/graduate/msc-accounting-and-data-analytics
London School of Economics and Political Science (LSE),London,Department of Accounting,MSc,Accounting and Finance,12 Months,"Upper second-class Honours or equivalent in accounting, finance or related.",IELTS 7.0 overall (min 6.5 per component),"• £43,000
• £43,000",Rolling admissions — apply early,https://www.lse.ac.uk/study-at-lse/graduate/msc-accounting-and-finance
London School of Economics and Political Science (LSE),London,Department of Accounting,MSc,"Accounting, Organisations and Institutions",12 Months,"Upper second-class Honours or equivalent in accounting, social sciences or related.",IELTS 7.0 overall (min 6.5 per component),"• £39,900
• £39,900",Rolling admissions — apply early,https://www.lse.ac.uk/study-at-lse/graduate/msc-accounting-organisations-and-institutions
London School of Economics and Political Science (LSE),London,Department of Anthropology,MSc,Anthropology and Development,12 Months,"Upper second-class Honours or equivalent in anthropology, development studies or related.",IELTS 7.0 overall (min 6.5 per component),"• £18,300
• £30,400",Rolling admissions — apply early,https://www.lse.ac.uk/study-at-lse/graduate/msc-anthropology-and-development
London School of Economics and Political Science (LSE),London,Department of Data Science and AI,MSc,Applied Social Data Science,12 Months,Upper second-class Honours or equivalent. Strong quantitative/programming background.,IELTS 7.0 overall (min 6.5 per component),"• £39,900
• £39,900",Rolling admissions — apply early,https://www.lse.ac.uk/study-at-lse/graduate/msc-applied-social-data-science
London School of Economics and Political Science (LSE),London,Department of Psychological and Behavioural Science,MSc,Behavioural Science,12 Months,"Upper second-class Honours or equivalent. Psychology, economics or related.",IELTS 7.0 overall (min 6.5 per component),"• £28,900
• £30,400",Rolling admissions — apply early,https://www.lse.ac.uk/study-at-lse/graduate/msc-behavioural-science
London School of Economics and Political Science (LSE),London,Department of Government,MSc,China in Comparative Perspective,12 Months,Upper second-class Honours or equivalent in social sciences or humanities.,IELTS 7.0 overall (min 6.5 per component),"• £18,300
• £30,400",Rolling admissions — apply early,https://www.lse.ac.uk/study-at-lse/graduate/msc-china-in-comparative-perspective
London School of Economics and Political Science (LSE),London,Department of Geography and Environment,MSc,City Design and Social Science,12 Months,Upper second-class Honours or equivalent. Portfolio may be required.,IELTS 7.0 overall (min 6.5 per component),"• £22,000
• £32,500",Rolling admissions — apply early,https://www.lse.ac.uk/study-at-lse/graduate/msc-city-design-and-social-science
London School of Economics and Political Science (LSE),London,Department of Law,MSc,Criminology and Criminal Justice Policy,12 Months,"Upper second-class Honours or equivalent in law, criminology or social sciences.",IELTS 7.0 overall (min 6.5 per component),"• £19,650
• £30,750",Rolling admissions — apply early,https://www.lse.ac.uk/study-at-lse/graduate/msc-criminal-justice-policy
London School of Economics and Political Science (LSE),London,Department of Government,MSc,Culture and Conflict in a Global Europe,12 Months,Upper second-class Honours or equivalent in social sciences or humanities.,IELTS 7.0 overall (min 6.5 per component),"• £28,900
• £30,400",Rolling admissions — apply early,https://www.lse.ac.uk/study-at-lse/graduate/msc-culture-and-conflict-in-a-global-europe
London School of Economics and Political Science (LSE),London,Department of Sociology,MSc,Culture and Society,12 Months,Upper second-class Honours or equivalent in social sciences or humanities.,IELTS 7.0 overall (min 6.5 per component),"• £18,300
• £30,400",Rolling admissions — apply early,https://www.lse.ac.uk/study-at-lse/graduate/msc-culture-and-society
London School of Economics and Political Science (LSE),London,Department of Geography and Environment,MSc,"Culture, Justice and Environment",12 Months,Upper second-class Honours or equivalent in social sciences or humanities.,IELTS 7.0 overall (min 6.5 per component),"• £18,300
• £30,400",Rolling admissions — apply early,https://www.lse.ac.uk/study-at-lse/graduate/msc-culture-justice-and-environment
London School of Economics and Political Science (LSE),London,Department of Data Science and AI,MSc,Data Science,12 Months,Upper second-class Honours or equivalent. Mathematics/Statistics/CS required.,IELTS 7.0 overall (min 6.5 per component),"• £39,900
• £39,900",Rolling admissions — apply early,https://www.lse.ac.uk/study-at-lse/graduate/msc-data-science
London School of Economics and Political Science (LSE),London,Department of Economics,MSc,Development Management (Applied Development Economics),12 Months,Upper second-class Honours or equivalent in economics or related.,IELTS 7.0 overall (min 6.5 per component),"• £19,300
• £30,400",Rolling admissions — apply early,https://www.lse.ac.uk/study-at-lse/graduate/msc-development-management-applied-development-economics
London School of Economics and Political Science (LSE),London,Department of Economics,MSc,Development Management (Political Economy),12 Months,"Upper second-class Honours or equivalent in economics, politics or related.",IELTS 7.0 overall (min 6.5 per component),"• £19,300
• £30,400",Rolling admissions — apply early,https://www.lse.ac.uk/study-at-lse/graduate/msc-development-management-political-economy
London School of Economics and Political Science (LSE),London,Department of Economics,MSc,Development Studies,12 Months,Upper second-class Honours or equivalent in social sciences.,IELTS 7.0 overall (min 6.5 per component),"• £19,300
• £30,400",Rolling admissions — apply early,https://www.lse.ac.uk/study-at-lse/graduate/msc-development-studies
London School of Economics and Political Science (LSE),London,Department of Economics,MSc,Econometrics and Mathematical Economics,12 Months,Upper second-class Honours or equivalent. Mathematics/Economics required.,IELTS 7.0 overall (min 6.5 per component),"• £39,900
• £39,900",Rolling admissions — apply early,https://www.lse.ac.uk/study-at-lse/graduate/msc-econometrics-and-mathematical-economics
London School of Economics and Political Science (LSE),London,Department of Economic History,MSc,Economic History,12 Months,"Upper second-class Honours or equivalent in economics, history or social sciences.",IELTS 7.0 overall (min 6.5 per component),"• £18,300
• £30,400",Rolling admissions — apply early,https://www.lse.ac.uk/study-at-lse/graduate/msc-economic-history
London School of Economics and Political Science (LSE),London,Department of Economic History,MSc,Economic History (Research),12 Months,Upper second-class Honours or equivalent in economic history or related.,IELTS 7.0 overall (min 6.5 per component),"• £18,300
• £30,400",Rolling admissions — apply early,https://www.lse.ac.uk/study-at-lse/graduate/msc-economic-history-research
London School of Economics and Political Science (LSE),London,Department of Economics,MSc,Economic Policy for International Development,12 Months,Upper second-class Honours or equivalent in economics or related.,IELTS 7.0 overall (min 6.5 per component),"• £19,300
• £30,400",Rolling admissions — apply early,https://www.lse.ac.uk/study-at-lse/graduate/msc-economic-policy-for-international-development
London School of Economics and Political Science (LSE),London,Department of Economics,MSc,Economics,12 Months,Upper second-class Honours or equivalent. Strong Mathematics/Economics background required.,IELTS 7.0 overall (min 6.5 per component),"• £41,000
• £41,000",Rolling admissions — apply early,https://www.lse.ac.uk/study-at-lse/graduate/msc-economics
London School of Economics and Political Science (LSE),London,Department of Economics,MSc,Economics (2 Year Programme),24 Months,Upper second-class Honours or equivalent in economics or related.,IELTS 7.0 overall (min 6.5 per component),"• £39,900
• £39,900",Rolling admissions — apply early,https://www.lse.ac.uk/study-at-lse/graduate/msc-economics-two-year-programme
London School of Economics and Political Science (LSE),London,Department of Sociology,MSc,Economy and Society,12 Months,Upper second-class Honours or equivalent in social sciences.,IELTS 7.0 overall (min 6.5 per component),"• £19,300
• £30,400",Rolling admissions — apply early,https://www.lse.ac.uk/study-at-lse/graduate/msc-economy-and-society
London School of Economics and Political Science (LSE),London,Department of Economic History,MSc,"Empires, Colonialism and Globalisation",12 Months,"Upper second-class Honours or equivalent in history, politics or social sciences.",IELTS 7.0 overall (min 6.5 per component),"• £19,300
• £30,400",Rolling admissions — apply early,https://www.lse.ac.uk/study-at-lse/graduate/msc-empires-colonialism-and-globalisation
London School of Economics and Political Science (LSE),London,Department of Geography and Environment,MSc,Environment and Development,12 Months,"Upper second-class Honours or equivalent in social sciences, geography or sciences.",IELTS 7.0 overall (min 6.5 per component),"• £22,000
• £34,700",Rolling admissions — apply early,https://www.lse.ac.uk/study-at-lse/graduate/msc-environment-and-development
London School of Economics and Political Science (LSE),London,Department of Geography and Environment,MSc,Environmental Economics and Climate Change,12 Months,Upper second-class Honours or equivalent. Economics and quantitative methods required.,IELTS 7.0 overall (min 6.5 per component),"• £24,500
• £37,300",Rolling admissions — apply early,https://www.lse.ac.uk/study-at-lse/graduate/msc-environmental-economics-and-climate-change
London School of Economics and Political Science (LSE),London,Department of Geography and Environment,MSc,Environmental Policy and Regulation,12 Months,"Upper second-class Honours or equivalent in social sciences, law or sciences.",IELTS 7.0 overall (min 6.5 per component),"• £22,000
• £34,700",Rolling admissions — apply early,https://www.lse.ac.uk/study-at-lse/graduate/msc-environmental-policy-and-regulation
London School of Economics and Political Science (LSE),London,Department of Government,MSc,European and International Politics and Policy,12 Months,Upper second-class Honours or equivalent in social sciences or humanities.,IELTS 7.0 overall (min 6.5 per component),"• £28,900
• £30,400",Rolling admissions — apply early,https://www.lse.ac.uk/study-at-lse/graduate/msc-european-and-international-politics-and-policy
London School of Economics and Political Science (LSE),London,Department of Finance,MSc,Finance (full-time),12 Months,Upper second-class Honours or equivalent. Mathematics/Finance/Economics required.,IELTS 7.0 overall (min 6.5 per component),"• £51,000
• £51,000",Rolling admissions — apply early,https://www.lse.ac.uk/study-at-lse/graduate/msc-finance-full-time
London School of Economics and Political Science (LSE),London,Department of Finance,MSc,Finance and Economics,12 Months,Upper second-class Honours or equivalent. Mathematics/Economics required.,IELTS 7.0 overall (min 6.5 per component),"• £39,900
• £39,900",Rolling admissions — apply early,https://www.lse.ac.uk/study-at-lse/graduate/msc-finance-and-economics
London School of Economics and Political Science (LSE),London,Department of Finance,MSc,Finance and Private Equity,12 Months,Upper second-class Honours or equivalent. Mathematics/Finance required.,IELTS 7.0 overall (min 6.5 per component),"• £51,000
• £51,000",Rolling admissions — apply early,https://www.lse.ac.uk/study-at-lse/graduate/msc-finance-and-private-equity
London School of Economics and Political Science (LSE),London,Department of Finance,MSc,Finance and Risk,12 Months,Upper second-class Honours or equivalent. Mathematics/Finance required.,IELTS 7.0 overall (min 6.5 per component),"• £46,100
• £46,100",Rolling admissions — apply early,https://www.lse.ac.uk/study-at-lse/graduate/msc-finance-and-risk
London School of Economics and Political Science (LSE),London,Department of Economic History,MSc,Financial History,12 Months,"Upper second-class Honours or equivalent in economics, history or social sciences.",IELTS 7.0 overall (min 6.5 per component),"• £28,900
• £32,500",Rolling admissions — apply early,https://www.lse.ac.uk/study-at-lse/graduate/msc-financial-history
London School of Economics and Political Science (LSE),London,Department of Mathematics,MSc,Financial Mathematics,12 Months,Upper second-class Honours or equivalent. Mathematics required.,IELTS 7.0 overall (min 6.5 per component),"• £39,900
• £39,900",Rolling admissions — apply early,https://www.lse.ac.uk/study-at-lse/graduate/msc-financial-mathematics
London School of Economics and Political Science (LSE),London,Department of Statistics,MSc,Financial Statistics,12 Months,Upper second-class Honours or equivalent. Statistics/Mathematics required.,IELTS 7.0 overall (min 6.5 per component),"• £28,900
• £39,900",Rolling admissions — apply early,https://www.lse.ac.uk/study-at-lse/graduate/msc-statistics-financial-statistics
London School of Economics and Political Science (LSE),London,Department of Statistics,MSc,Financial Statistics (Research),12 Months,Upper second-class Honours or equivalent. Statistics/Mathematics required.,IELTS 7.0 overall (min 6.5 per component),"• £28,900
• £39,900",Rolling admissions — apply early,https://www.lse.ac.uk/study-at-lse/graduate/msc-statistics-financial-statistics-research
London School of Economics and Political Science (LSE),London,Department of Sociology,MSc,Gender,12 Months,Upper second-class Honours or equivalent in social sciences or humanities.,IELTS 7.0 overall (min 6.5 per component),"• £18,300
• £30,400",Rolling admissions — apply early,https://www.lse.ac.uk/study-at-lse/graduate/msc-gender
London School of Economics and Political Science (LSE),London,Department of Sociology,MSc,Gender (Research),12 Months,Upper second-class Honours or equivalent in gender studies or social sciences.,IELTS 7.0 overall (min 6.5 per component),"• £18,300
• £30,400",Rolling admissions — apply early,https://www.lse.ac.uk/study-at-lse/graduate/msc-gender-research
London School of Economics and Political Science (LSE),London,Department of Sociology,MSc,Gender (Rights and Human Rights),12 Months,Upper second-class Honours or equivalent in social sciences or humanities.,IELTS 7.0 overall (min 6.5 per component),"• £18,300
• £30,400",Rolling admissions — apply early,https://www.lse.ac.uk/study-at-lse/graduate/msc-gender-rights-and-human-rights
London School of Economics and Political Science (LSE),London,Department of Sociology,MSc,Gender (Sexuality),12 Months,Upper second-class Honours or equivalent in social sciences or humanities.,IELTS 7.0 overall (min 6.5 per component),"• £18,300
• £30,400",Rolling admissions — apply early,https://www.lse.ac.uk/study-at-lse/graduate/msc-gender-sexuality
London School of Economics and Political Science (LSE),London,Department of Sociology,MSc,"Gender, Development and Globalisation",12 Months,Upper second-class Honours or equivalent in social sciences or humanities.,IELTS 7.0 overall (min 6.5 per component),"• £18,300
• £30,400",Rolling admissions — apply early,https://www.lse.ac.uk/study-at-lse/graduate/msc-gender-development-and-globalisation
London School of Economics and Political Science (LSE),London,Department of Sociology,MSc,"Gender, Media and Culture",12 Months,Upper second-class Honours or equivalent in social sciences or humanities.,IELTS 7.0 overall (min 6.5 per component),"• £18,300
• £30,400",Rolling admissions — apply early,https://www.lse.ac.uk/study-at-lse/graduate/msc-gender-media-and-culture
London School of Economics and Political Science (LSE),London,Department of Sociology,MSc,"Gender, Peace and Security",12 Months,Upper second-class Honours or equivalent in social sciences or humanities.,IELTS 7.0 overall (min 6.5 per component),"• £18,300
• £30,400",Rolling admissions — apply early,https://www.lse.ac.uk/study-at-lse/graduate/msc-gender-peace-and-security
London School of Economics and Political Science (LSE),London,Department of Sociology,MSc,"Gender, Policy and Inequalities",12 Months,Upper second-class Honours or equivalent in social sciences or humanities.,IELTS 7.0 overall (min 6.5 per component),"• £18,300
• £30,400",Rolling admissions — apply early,https://www.lse.ac.uk/study-at-lse/graduate/msc-gender-policy-and-inequalities
London School of Economics and Political Science (LSE),London,Department of Geography and Environment,MSc,Geographic Data Science,12 Months,"Upper second-class Honours or equivalent in Geography, GIS, Computer Science or related.",IELTS 7.0 overall (min 6.5 per component),"• £28,900
• £30,400",Rolling admissions — apply early,https://www.lse.ac.uk/study-at-lse/graduate/msc-geographic-data-science
