university_name,city,department,degree,program,duration,eligibility_criteria,test_required,fee_structure,admission_deadline,program_url
University of Exeter,Exeter,Institute of Arab and Islamic Studies,BA,Arabic and Politics,4 Years,ABB at A-Level. No prior Arabic required.,IELTS 7.0 overall (min 6.5 per component),"UK: £9,790/year | International: £24,250/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/ba-arabic-and-politics/
University of Exeter,Exeter,Institute of Arab and Islamic Studies,BA,Middle East Studies,4 Years,ABB at A-Level. No prior Arabic required.,IELTS 7.0 overall (min 6.5 per component),"UK: £9,790/year | International: £24,250/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/ba-middle-east-studies/
University of Exeter,Exeter,Institute of Arab and Islamic Studies / Modern Languages,BA,Modern Languages and Arabic,4 Years,ABB at A-Level including a modern language at Grade B.,IELTS 7.0 overall (min 6.5 per component),"UK: £9,790/year | International: £24,250/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/ba-modern-languages-and-arabic/
University of Exeter,Exeter,Department of Archaeology,BA,Archaeology,3 Years,"BBB at A-Level. History, Geography or a science subject preferred.",IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £24,250/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/ba-archaeology/
University of Exeter,Exeter,Department of Archaeology,BSc,Archaeological Science,3 Years,BBB at A-Level. A science subject preferred.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £24,250/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/bsc-archaeological-science/
University of Exeter,Exeter,Department of Archaeology,BSc,Archaeology with Forensic Science,3 Years,BBB at A-Level. A science subject preferred.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £24,250/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/bsc-archaeology-with-forensic-science/
University of Exeter,Exeter,Department of Archaeology / Department of History,BA,History and Archaeology,3 Years,BBB at A-Level. History preferred.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £24,250/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/ba-history-and-archaeology/
University of Exeter,Exeter,Department of Archaeology,BA,Ancient History and Archaeology,3 Years,BBB at A-Level. History or Classical Studies preferred.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £24,250/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/ba-ancient-history-and-archaeology/
University of Exeter,Exeter,Department of Art History and Visual Culture,BA,Art History and Visual Culture,3 Years,"BBB at A-Level. Art History, Fine Art or History preferred.",IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £24,250/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/ba-art-history-and-visual-culture/
University of Exeter,Exeter,Department of Art History and Visual Culture,BA,Art History and Visual Culture and Classical Studies,3 Years,BBB at A-Level.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £24,250/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/ba-art-history-and-visual-culture-and-classical-studies/
University of Exeter,Exeter,Department of Art History and Visual Culture,BA,Art History and Visual Culture and Drama,3 Years,BBB at A-Level.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £24,250/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/ba-art-history-and-visual-culture-and-drama/
University of Exeter,Exeter,Department of Art History and Visual Culture,BA,Art History and Visual Culture and English,3 Years,BBB at A-Level. English Literature preferred.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £24,250/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/ba-art-history-and-visual-culture-and-english/
University of Exeter,Exeter,Department of Art History and Visual Culture,BA,Art History and Visual Culture and Film and Television Studies,3 Years,BBB at A-Level.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £24,250/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/ba-art-history-and-visual-culture-and-film-and-television-studies/
University of Exeter,Exeter,Department of Art History and Visual Culture,BA,Art History and Visual Culture and History,3 Years,BBB at A-Level. History preferred.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £24,250/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/ba-art-history-and-visual-culture-and-history/
University of Exeter,Exeter,Department of Art History and Visual Culture / Modern Languages,BA,Art History and Visual Culture and Modern Languages,4 Years,BBB at A-Level. A modern language at Grade B preferred.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £24,250/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/ba-art-history-and-visual-culture-and-modern-languages/
University of Exeter,Exeter,Department of Computer Science,BSc,Artificial Intelligence,3 Years,AAB at A-Level including Mathematics. Computer Science desirable.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £27,650/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/bsc-artificial-intelligence/
University of Exeter,Exeter,Department of Computer Science,MSci,Artificial Intelligence,4 Years,AAA at A-Level including Mathematics. Computer Science desirable.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £27,650/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/msci-artificial-intelligence/
University of Exeter,Exeter,Department of Computer Science,BSc,Artificial Intelligence with Foundation Year,4 Years,BCC at A-Level. Mathematics preferred. Foundation year included.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £27,650/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/bsc-artificial-intelligence-with-foundation-year/
University of Exeter,Exeter,College of Medicine and Health,BSc,Biomedical Sciences,3 Years,BBB at A-Level including Biology and Chemistry.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £30,400/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/bsc-biomedical-sciences/
University of Exeter,Exeter,Department of Biosciences,BSc,Biochemistry,3 Years,ABB at A-Level including Chemistry and Biology.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £30,400/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/bsc-biochemistry/
University of Exeter,Exeter,Department of Biosciences,MSci,Biochemistry,4 Years,AAB at A-Level including Chemistry and Biology.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £30,400/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/msci-biochemistry/
University of Exeter,Exeter,Department of Biosciences,BSc,Biological Sciences,3 Years,BBB at A-Level including Biology.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £30,400/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/bsc-biological-sciences/
University of Exeter,Exeter,Department of Biosciences,MSci,Biological Sciences,4 Years,ABB at A-Level including Biology.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £30,400/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/msci-biological-sciences/
University of Exeter,Exeter,University of Exeter Business School,BSc,Business Analytics,3 Years,ABB at A-Level. Mathematics preferred.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £24,250/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/bsc-business-analytics/
University of Exeter,Exeter,University of Exeter Business School,BSc,Business and Management,3 Years,ABB at A-Level.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £24,250/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/bsc-business-and-management/
University of Exeter,Exeter,University of Exeter Business School,BSc,Marketing and Management,3 Years,ABB at A-Level.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £24,250/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/bsc-marketing-and-management/
University of Exeter,Exeter,University of Exeter Business School / Modern Languages,BA,International Business and Modern Languages,4 Years,ABB at A-Level including a modern language at Grade B.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £24,250/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/ba-international-business-and-modern-languages/
University of Exeter,Exeter,University of Exeter Business School (Cornwall),BSc,Business (Cornwall),3 Years,BBC at A-Level. No specific subjects required.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £24,250/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/bsc-business-cornwall/
University of Exeter,Exeter,University of Exeter Business School (Cornwall),BSc,Business and Environment (Cornwall),3 Years,BBC at A-Level.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £24,250/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/bsc-business-and-environment-cornwall/
University of Exeter,Exeter,University of Exeter Business School / Law School (Cornwall),BBL,Bachelor of Business and Laws (Cornwall),3 Years,BBC at A-Level.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £24,250/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/bbl-bachelor-of-business-and-laws-cornwall/
University of Exeter,Exeter,Department of Classics and Ancient History,BA,Ancient History,3 Years,BBB at A-Level. History or Classical Studies preferred.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £24,250/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/ba-ancient-history/
University of Exeter,Exeter,Department of Classics and Ancient History,BA,Classics,3 Years,ABB at A-Level. Latin or Classical Studies preferred.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £24,250/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/ba-classics/
University of Exeter,Exeter,Department of Classics and Ancient History,BA,Classical Studies,3 Years,BBB at A-Level.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £24,250/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/ba-classical-studies/
University of Exeter,Exeter,Department of Classics and Ancient History / English,BA,Classical Studies and English,3 Years,BBB at A-Level. English Literature preferred.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £24,250/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/ba-classical-studies-and-english/
University of Exeter,Exeter,Department of Classics / Modern Languages,BA,Classical Studies and Modern Languages,4 Years,BBB at A-Level. A modern language at Grade B preferred.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £24,250/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/ba-classical-studies-and-modern-languages/
University of Exeter,Exeter,Department of Classics / Philosophy,BA,Classical Studies and Philosophy,3 Years,BBB at A-Level.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £24,250/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/ba-classical-studies-and-philosophy/
University of Exeter,Exeter,Department of Classics / Theology,BA,Classical Studies and Religion,3 Years,BBB at A-Level.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £24,250/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/ba-classical-studies-and-religion/
University of Exeter,Exeter,Department of Classics / Modern Languages,BA,Modern Languages and Latin,4 Years,BBB at A-Level. A modern language at Grade B preferred.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £24,250/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/ba-modern-languages-and-latin/
University of Exeter,Exeter,Department of Classics / History,BA,History and Ancient History,3 Years,BBB at A-Level. History preferred.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £24,250/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/ba-history-and-ancient-history/
University of Exeter,Exeter,Department of Computer Science,BSc,Computer Science,3 Years,AAB at A-Level including Mathematics. Further Mathematics recommended.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £27,650/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/bsc-computer-science/
University of Exeter,Exeter,Department of Computer Science,MSci,Computer Science,4 Years,AAA at A-Level including Mathematics. Further Mathematics strongly recommended.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £27,650/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/msci-computer-science/
University of Exeter,Exeter,Department of Computer Science,BSc,Computer Science with Foundation Year,4 Years,BCC at A-Level. Mathematics preferred. Foundation year included.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £27,650/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/bsc-computer-science-with-foundation-year/
University of Exeter,Exeter,Department of Computer Science / Mathematics,BSc,Computer Science and Mathematics,3 Years,AAB at A-Level including Mathematics at Grade A.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £27,650/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/bsc-computer-science-and-mathematics/
University of Exeter,Exeter,Department of Computer Science / Mathematics,MSci,Computer Science and Mathematics,4 Years,AAA at A-Level including Mathematics at Grade A.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £27,650/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/msci-computer-science-and-mathematics/
University of Exeter,Exeter,Department of Computer Science,BSc,Data Science,3 Years,ABB at A-Level including Mathematics.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £27,650/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/bsc-data-science/
University of Exeter,Exeter,Department of Computer Science,MSci,Data Science,4 Years,AAB at A-Level including Mathematics.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £27,650/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/msci-data-science/
University of Exeter,Exeter,Department of Computer Science,BSc,Data Science with Foundation Year,4 Years,BCC at A-Level. Mathematics preferred. Foundation year included.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £27,650/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/bsc-data-science-with-foundation-year/
University of Exeter,Exeter,"Department of Sociology, Philosophy and Anthropology",BSc,Criminology,3 Years,"BBB at A-Level. Sociology, Psychology or Law preferred.",IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £24,250/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/bsc-criminology/
University of Exeter,Exeter,"Department of Sociology, Philosophy and Anthropology",BA,Sociology and Criminology,3 Years,BBB at A-Level. Sociology preferred.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £24,250/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/ba-sociology-and-criminology/
University of Exeter,Exeter,Drama Department,BA,Drama,3 Years,BBB at A-Level. Drama/Theatre Studies or English preferred.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £24,250/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/ba-drama/
University of Exeter,Exeter,Drama / Film Studies,BA,Drama and Film and Television Studies,3 Years,BBB at A-Level. Drama or Media Studies preferred.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £24,250/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/ba-drama-and-film-and-television-studies/
University of Exeter,Exeter,Drama / English,BA,English and Drama,3 Years,BBB at A-Level. English Literature preferred.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £24,250/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/ba-english-and-drama/
University of Exeter,Exeter,Department of Biosciences,BSc,Animal Behaviour,3 Years,ABB at A-Level including Biology.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £30,400/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/bsc-animal-behaviour/
University of Exeter,Exeter,Department of Biosciences,MSci,Animal Behaviour,4 Years,AAB at A-Level including Biology.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £30,400/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/msci-animal-behaviour/
University of Exeter,Exeter,Department of Biosciences,BSc,Conservation Biology and Ecology,3 Years,ABB at A-Level including Biology.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £30,400/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/bsc-conservation-biology-and-ecology/
University of Exeter,Exeter,Department of Biosciences,MSci,Conservation Biology and Ecology,4 Years,AAB at A-Level including Biology.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £30,400/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/msci-conservation-biology-and-ecology/
University of Exeter,Exeter,Department of Biosciences,BSc,Evolutionary Biology,3 Years,ABB at A-Level including Biology.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £30,400/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/bsc-evolutionary-biology/
University of Exeter,Exeter,Department of Biosciences,MSci,Evolutionary Biology,4 Years,AAB at A-Level including Biology.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £30,400/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/msci-evolutionary-biology/
University of Exeter,Exeter,Department of Biosciences,BSc,Marine Biology,3 Years,ABB at A-Level including Biology.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £30,400/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/bsc-marine-biology/
University of Exeter,Exeter,Department of Biosciences,MSci,Marine Biology,4 Years,AAB at A-Level including Biology.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £30,400/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/msci-marine-biology/
University of Exeter,Exeter,Department of Biosciences,BSc,Zoology,3 Years,ABB at A-Level including Biology.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £30,400/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/bsc-zoology/
University of Exeter,Exeter,Department of Biosciences,MSci,Zoology,4 Years,AAB at A-Level including Biology.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £30,400/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/msci-zoology/
University of Exeter,Exeter,Multiple Departments,BA/BSc,Global Sustainability,3 Years,"BBB at A-Level. Science, Geography or Social Sciences preferred.",IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £30,400/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/ba-bsc-global-sustainability/
University of Exeter,Exeter,University of Exeter Business School,BSc,Business Economics,3 Years,ABB at A-Level including Mathematics.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £24,250/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/bsc-business-economics/
University of Exeter,Exeter,University of Exeter Business School,BSc,Economics,3 Years,ABB at A-Level including Mathematics at Grade B.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £24,250/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/bsc-economics/
University of Exeter,Exeter,University of Exeter Business School,BSc,Economics and Finance,3 Years,ABB at A-Level including Mathematics at Grade B.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £24,250/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/bsc-economics-and-finance/
University of Exeter,Exeter,University of Exeter Business School / Politics,BSc,Economics and Politics,3 Years,ABB at A-Level including Mathematics.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £24,250/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/bsc-economics-and-politics/
University of Exeter,Exeter,School of Engineering,BEng,Biomedical Engineering,3 Years,A-Level entry: ABB including Maths and Physics.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £30,400/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/beng-biomedical-engineering/
University of Exeter,Exeter,School of Engineering,MEng,Biomedical Engineering,4 Years,A-Level entry: AAB including Maths and Physics at Grade A.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £30,400/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/bmeng-biomedical-engineering/
University of Exeter,Exeter,School of Engineering,BEng,Chemical Engineering,3 Years,A-Level entry: ABB including Maths and Chemistry.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £30,400/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/beng-chemical-engineering/
University of Exeter,Exeter,School of Engineering,MEng,Chemical Engineering,4 Years,A-Level entry: AAB including Maths and Chemistry at Grade A.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £30,400/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/bmeng-chemical-engineering/
University of Exeter,Exeter,School of Engineering,BEng,Civil Engineering,3 Years,A-Level entry: ABB including Maths and Physics.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £30,400/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/beng-civil-engineering/
University of Exeter,Exeter,School of Engineering,MEng,Civil Engineering,4 Years,A-Level entry: AAB including Maths and Physics at Grade A.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £30,400/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/bmeng-civil-engineering/
University of Exeter,Exeter,School of Engineering,BEng,Engineering,3 Years,A-Level entry: ABB including Maths and Physics.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £30,400/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/beng-engineering/
University of Exeter,Exeter,School of Engineering,MEng,Engineering,4 Years,A-Level entry: AAB including Maths and Physics at Grade A.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £30,400/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/bmeng-engineering/
University of Exeter,Exeter,School of Engineering,BEng,Electrical and Electronic Engineering,3 Years,A-Level entry: ABB including Maths and Physics.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £30,400/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/beng-electrical-and-electronic-engineering/
University of Exeter,Exeter,School of Engineering,MEng,Electrical and Electronic Engineering,4 Years,A-Level entry: AAB including Maths and Physics at Grade A.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £30,400/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/bmeng-electrical-and-electronic-engineering/
University of Exeter,Exeter,School of Engineering,BEng,Engineering and Entrepreneurship,3 Years,A-Level entry: ABB including Maths and Physics.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £30,400/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/beng-engineering-and-entrepreneurship/
University of Exeter,Exeter,School of Engineering,MEng,Engineering and Entrepreneurship,4 Years,A-Level entry: AAB including Maths and Physics at Grade A.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £30,400/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/bmeng-engineering-and-entrepreneurship/
University of Exeter,Exeter,School of Engineering,BEng,Engineering and Management,3 Years,A-Level entry: ABB including Maths and Physics.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £30,400/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/beng-engineering-and-management/
University of Exeter,Exeter,School of Engineering,MEng,Engineering and Management,4 Years,A-Level entry: AAB including Maths and Physics at Grade A.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £30,400/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/bmeng-engineering-and-management/
University of Exeter,Exeter,School of Engineering,BEng,Environmental Engineering,3 Years,A-Level entry: ABB including Maths and Physics.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £30,400/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/beng-environmental-engineering/
University of Exeter,Exeter,School of Engineering,MEng,Environmental Engineering,4 Years,A-Level entry: AAB including Maths and Physics at Grade A.,IELTS 6.0 overall (min 5.5 per component),"UK: £9,790/year | International: £30,400/year",29-Jan-2026,https://www.exeter.ac.uk/undergraduate-degrees/bmeng-environmental-engineering/
