university_name,city,department,degree,program,duration,eligibility_criteria,test_required,fee_structure,admission_deadline,program_url
Edge Hill University,Ormskirk,Department of Business,BA (Hons),Sports Business Management,3 Years,104–112 UCAS points. GCSE English and Maths grade C/4.,IELTS 6.0 (min 5.5),"UK: £9,790/year | International: £16,500/year",29-Jan-2026,https://www.edgehill.ac.uk/course/sports-business-management/
Edge Hill University,Ormskirk,Department of Psychology,BSc (Hons),Psychology,3 Years,120–128 UCAS points. GCSE English and Maths grade C/4.,IELTS 6.0 (min 5.5),"UK: £9,790/year | International: £16,500/year",29-Jan-2026,https://www.edgehill.ac.uk/course/psychology/
Edge Hill University,Ormskirk,Department of Psychology,BSc (Hons),Psychology with Forensic Perspectives,3 Years,120–128 UCAS points. GCSE English and Maths grade C/4.,IELTS 6.0 (min 5.5),"UK: £9,790/year | International: £16,500/year",29-Jan-2026,https://www.edgehill.ac.uk/course/psychology-with-forensic-perspectives/
Edge Hill University,Ormskirk,Department of Psychology,BSc (Hons),Psychology with Clinical and Health Perspectives,3 Years,120–128 UCAS points. GCSE English and Maths grade C/4.,IELTS 6.0 (min 5.5),"UK: £9,790/year | International: £16,500/year",29-Jan-2026,https://www.edgehill.ac.uk/course/psychology-with-clinical-and-health-perspectives/
Edge Hill University,Ormskirk,Department of Psychology,BSc (Hons),Psychology with Educational Perspectives,3 Years,120–128 UCAS points. GCSE English and Maths grade C/4.,IELTS 6.0 (min 5.5),"UK: £9,790/year | International: £16,500/year",29-Jan-2026,https://www.edgehill.ac.uk/course/psychology-with-educational-perspectives/
Edge Hill University,Ormskirk,Department of Psychology,BSc (Hons),Psychology with Sport and Exercise Perspectives,3 Years,120–128 UCAS points. GCSE English and Maths grade C/4.,IELTS 6.0 (min 5.5),"UK: £9,790/year | International: £16,500/year",29-Jan-2026,https://www.edgehill.ac.uk/course/psychology-with-sport-and-exercise-perspectives/
Edge Hill University,Ormskirk,Department of Sport and Physical Activity,BSc (Hons),Sport and Exercise Science,3 Years,112–120 UCAS points. GCSE English and Maths grade C/4.,IELTS 6.0 (min 5.5),"UK: £9,790/year | International: £16,500/year",29-Jan-2026,https://www.edgehill.ac.uk/course/sport-and-exercise-science/
Edge Hill University,Ormskirk,Department of Sport and Physical Activity,BSc (Hons),Sports Therapy,3 Years,128 UCAS points. GCSE English and Maths grade C/4.,IELTS 6.0 (min 5.5),"UK: £9,790/year | International: £16,500/year",29-Jan-2026,https://www.edgehill.ac.uk/course/sports-therapy/
Edge Hill University,Ormskirk,Department of Nursing and Midwifery,BSc (Hons),Nursing (Adult),3 Years,"112–120 UCAS points. GCSE English, Maths and a Science grade C/4. DBS check and occupational health clearance required.",IELTS 7.0 (min 7.0),"UK: £9,790/year | International: £16,500/year (NHS Learning Support Fund bursary of £5,000/yr available for eligible UK students)",29-Jan-2026,https://www.edgehill.ac.uk/course/nursing-adult/
Edge Hill University,Ormskirk,Department of Nursing and Midwifery,BSc (Hons),Nursing (Mental Health),3 Years,"112–120 UCAS points. GCSE English, Maths and a Science grade C/4. DBS check and occupational health clearance required.",IELTS 7.0 (min 7.0),"UK: £9,790/year | International: £16,500/year (NHS Learning Support Fund bursary of £5,000/yr available for eligible UK students)",29-Jan-2026,https://www.edgehill.ac.uk/course/nursing-mental-health/
Edge Hill University,Ormskirk,Department of Nursing and Midwifery,BSc (Hons),Nursing (Child),3 Years,"112–120 UCAS points. GCSE English, Maths and a Science grade C/4. DBS check and occupational health clearance required.",IELTS 7.0 (min 7.0),"UK: £9,790/year | International: £16,500/year (NHS Learning Support Fund bursary of £5,000/yr available for eligible UK students)",29-Jan-2026,https://www.edgehill.ac.uk/course/nursing-child/
Edge Hill University,Ormskirk,Department of Nursing and Midwifery,BSc (Hons),Nursing (Learning Disabilities),3 Years,"112–120 UCAS points. GCSE English, Maths and a Science grade C/4. DBS check and occupational health clearance required.",IELTS 7.0 (min 7.0),"UK: £9,790/year | International: £16,500/year (NHS Learning Support Fund bursary of £5,000/yr available for eligible UK students)",29-Jan-2026,https://www.edgehill.ac.uk/course/nursing-learning-disabilities/
Edge Hill University,Ormskirk,Department of Nursing and Midwifery,MSci (Hons),Nursing (Adult and Mental Health),4 Years,"120–128 UCAS points. GCSE English, Maths and a Science grade C/4. DBS check and occupational health clearance required. NMC-accredited integrated masters.",IELTS 7.0 (min 7.0),"UK: £9,790/year | International: £16,500/year (NHS Learning Support Fund bursary of £5,000/yr available for eligible UK students)",29-Jan-2026,https://www.edgehill.ac.uk/course/nursing-adult-and-mental-health-msci/
Edge Hill University,Ormskirk,Department of Nursing and Midwifery,MSci (Hons),Nursing (Adult and Learning Disabilities),4 Years,"120–128 UCAS points. GCSE English, Maths and a Science grade C/4. DBS check and occupational health clearance required. NMC-accredited integrated masters.",IELTS 7.0 (min 7.0),"UK: £9,790/year | International: £16,500/year (NHS Learning Support Fund bursary of £5,000/yr available for eligible UK students)",29-Jan-2026,https://www.edgehill.ac.uk/course/nursing-adult-and-learning-disabilities-msci/
Edge Hill University,Ormskirk,Department of Nursing and Midwifery,MSci (Hons),Nursing (Child and Learning Disabilities),4 Years,"120–128 UCAS points. GCSE English, Maths and a Science grade C/4. DBS check and occupational health clearance required. NMC-accredited integrated masters.",IELTS 7.0 (min 7.0),"UK: £9,790/year | International: £16,500/year (NHS Learning Support Fund bursary of £5,000/yr available for eligible UK students)",29-Jan-2026,https://www.edgehill.ac.uk/course/nursing-child-and-learning-disabilities-msci/
Edge Hill University,Ormskirk,Department of Nursing and Midwifery,MSci (Hons),Nursing (Mental Health and Child),4 Years,"120–128 UCAS points. GCSE English, Maths and a Science grade C/4. DBS check and occupational health clearance required. NMC-accredited integrated masters.",IELTS 7.0 (min 7.0),"UK: £9,790/year | International: £16,500/year (NHS Learning Support Fund bursary of £5,000/yr available for eligible UK students)",29-Jan-2026,https://www.edgehill.ac.uk/course/nursing-mental-health-and-child-msci/
Edge Hill University,Ormskirk,Department of Nursing and Midwifery,MSci (Hons),Nursing (Mental Health and Learning Disabilities),4 Years,"120–128 UCAS points. GCSE English, Maths and a Science grade C/4. DBS check and occupational health clearance required. NMC-accredited integrated masters.",IELTS 7.0 (min 7.0),"UK: £9,790/year | International: £16,500/year (NHS Learning Support Fund bursary of £5,000/yr available for eligible UK students)",29-Jan-2026,https://www.edgehill.ac.uk/course/nursing-mental-health-and-learning-disabilities-msci/
Edge Hill University,Ormskirk,Department of Nursing and Midwifery,MNSW,Adult Nursing and Social Work,4 Years,"120–128 UCAS points. GCSE English, Maths and a Science grade C/4. DBS check and occupational health clearance required. NMC-accredited integrated masters.",IELTS 7.0 (min 7.0),"UK: £9,790/year | International: £16,500/year (NHS Learning Support Fund bursary of £5,000/yr available for eligible UK students)",29-Jan-2026,https://www.edgehill.ac.uk/course/adult-nursing-and-social-work/
Edge Hill University,Ormskirk,Department of Nursing and Midwifery,MNSW,Mental Health Nursing and Social Work,4 Years,"120–128 UCAS points. GCSE English, Maths and a Science grade C/4. DBS check and occupational health clearance required. NMC-accredited integrated masters.",IELTS 7.0 (min 7.0),"UK: £9,790/year | International: £16,500/year (NHS Learning Support Fund bursary of £5,000/yr available for eligible UK students)",29-Jan-2026,https://www.edgehill.ac.uk/course/mental-health-nursing-and-social-work/
Edge Hill University,Ormskirk,Department of Nursing and Midwifery,MNSW,Children's Nursing and Social Work,4 Years,"120–128 UCAS points. GCSE English, Maths and a Science grade C/4. DBS check and occupational health clearance required. NMC-accredited integrated masters.",IELTS 7.0 (min 7.0),"UK: £9,790/year | International: £16,500/year (NHS Learning Support Fund bursary of £5,000/yr available for eligible UK students)",29-Jan-2026,https://www.edgehill.ac.uk/course/childrens-nursing-and-social-work/
Edge Hill University,Ormskirk,Department of Nursing and Midwifery,BSc (Hons),Midwifery,3 Years,"120–128 UCAS points. GCSE English, Maths and a Science grade C/4. DBS check, occupational health clearance and interview required.",IELTS 7.0 (min 7.0),"UK: £9,790/year | International: £16,500/year (NHS Learning Support Fund bursary of £5,000/yr available for eligible UK students)",29-Jan-2026,https://www.edgehill.ac.uk/course/midwifery/
Edge Hill University,Ormskirk,Department of Allied Health Professions,BSc (Hons),Occupational Therapy,3 Years,"112–120 UCAS points. GCSE English, Maths and a Science grade C/4. DBS check and occupational health clearance required. RCOT-accredited.",IELTS 6.0 (min 5.5),"UK: £9,790/year | International: £16,500/year",29-Jan-2026,https://www.edgehill.ac.uk/course/occupational-therapy/
Edge Hill University,Ormskirk,Department of Allied Health Professions,BSc (Hons),Physiotherapy,3 Years,"120–128 UCAS points. GCSE English, Maths and a Science grade C/4. DBS check and occupational health clearance required. CSP-accredited.",IELTS 6.0 (min 5.5),"UK: £9,790/year | International: £16,500/year",29-Jan-2026,https://www.edgehill.ac.uk/course/physiotherapy/
Edge Hill University,Ormskirk,Department of Allied Health Professions,BSc (Hons),Paramedic Practice,3 Years,"120 UCAS points. GCSE English, Maths and a Science grade C/4. DBS check and occupational health clearance required. Based at St James' Manchester.",IELTS 7.0 (min 7.0),"UK: £9,790/year | International: £16,500/year (NHS Learning Support Fund bursary of £5,000/yr available for eligible UK students)",29-Jan-2026,https://www.edgehill.ac.uk/course/paramedic-practice/
Edge Hill University,Ormskirk,Department of Allied Health Professions,BSc (Hons),Operating Department Practice,3 Years,"112–120 UCAS points. GCSE English, Maths and a Science grade C/4. DBS check and occupational health clearance required. CODP-accredited.",IELTS 7.0 (min 7.0),"UK: £9,790/year | International: £16,500/year (NHS Learning Support Fund bursary of £5,000/yr available for eligible UK students)",29-Jan-2026,https://www.edgehill.ac.uk/course/operating-department-practice/
Edge Hill University,Ormskirk,Department of Allied Health Professions,BSc (Hons),Nutrition and Dietetics,3 Years,"112–128 UCAS points. GCSE English, Maths and a Science grade C/4. DBS check required. BDA and HCPC-accredited.",IELTS 6.0 (min 5.5),"UK: £9,790/year | International: £16,500/year",29-Jan-2026,https://www.edgehill.ac.uk/course/nutrition-and-dietetics/
Edge Hill University,Ormskirk,Department of Social Work and Health,BA (Hons),Social Work,3 Years,112–120 UCAS points. GCSE English grade C/4. DBS check and interview required. Social Work England-approved.,IELTS 6.0 (min 5.5),"UK: £9,790/year | International: £16,500/year",29-Jan-2026,https://www.edgehill.ac.uk/course/social-work/
Edge Hill University,Ormskirk,Department of Social Work and Health,BSc (Hons),Health and Social Care,3 Years,96–112 UCAS points. GCSE English and Maths grade C/4.,IELTS 6.0 (min 5.5),"UK: £9,790/year | International: £16,500/year",29-Jan-2026,https://www.edgehill.ac.uk/course/health-and-social-care/
Edge Hill University,Ormskirk,Department of Social Work and Health,BA (Hons),Early Childhood Studies,3 Years,96–112 UCAS points. GCSE English and Maths grade C/4.,IELTS 6.0 (min 5.5),"UK: £9,790/year | International: £16,500/year",29-Jan-2026,https://www.edgehill.ac.uk/course/early-childhood-studies/
Edge Hill University,Ormskirk,Department of Social Work and Health,BA (Hons),Early Childhood Studies with Graduate Practitioner Competencies,3 Years,96–112 UCAS points. GCSE English and Maths grade C/4.,IELTS 6.0 (min 5.5),"UK: £9,790/year | International: £16,500/year",29-Jan-2026,https://www.edgehill.ac.uk/course/early-childhood-studies-with-graduate-practitioner-competencies/
Edge Hill University,Ormskirk,Faculty of Education,BA (Hons),Primary Education with QTS (5–11),3 Years,"120 UCAS points. GCSE English, Maths and Science grade C/4 (all required). Qualified Teacher Status awarded on completion.",IELTS 6.0 (min 5.5),"UK: £9,790/year | International: £16,500/year",29-Jan-2026,https://www.edgehill.ac.uk/course/primary-education-with-qts/
Edge Hill University,Ormskirk,Faculty of Education,BA (Hons),Primary Education with QTS (SEND) (5–11),3 Years,"120 UCAS points. GCSE English, Maths and Science grade C/4 (all required). Qualified Teacher Status awarded on completion.",IELTS 6.0 (min 5.5),"UK: £9,790/year | International: £16,500/year",29-Jan-2026,https://www.edgehill.ac.uk/course/primary-education-with-qts-send-5-11/
Edge Hill University,Ormskirk,Faculty of Education,BA (Hons),Physical Education with QTS,3 Years,"120 UCAS points. GCSE English, Maths and a Science grade C/4. Qualified Teacher Status (QTS) awarded on completion.",IELTS 6.0 (min 5.5),"UK: £9,790/year | International: £16,500/year",29-Jan-2026,https://www.edgehill.ac.uk/course/physical-education-with-qts/
Edge Hill University,Ormskirk,Faculty of Education,BA (Hons),Education,3 Years,112–120 UCAS points. GCSE English and Maths grade C/4.,IELTS 6.0 (min 5.5),"UK: £9,790/year | International: £16,500/year",29-Jan-2026,https://www.edgehill.ac.uk/course/education/
