university_name,city,department,degree,program,duration,eligibility_criteria,test_required,fee_structure,admission_deadline,program_url
University of Cardiff,Cardiff,"School of English, Communication and Philosophy",BA (Hons),English Language and Literature,3 Years,ABB including English at B.,IELTS 7.0 (min 6.5),"UK: £9,535/year | International: £19,450/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/english-language-literature-ba
University of Cardiff,Cardiff,"School of English, Communication and Philosophy",BA (Hons),English Literature with Creative Writing,3 Years,ABB including English Literature at B.,IELTS 7.0 (min 6.5),"UK: £9,535/year | International: £19,450/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/english-literature-creative-writing-ba
University of Cardiff,Cardiff,"School of History, Archaeology and Religion",BA (Hons),History,3 Years,ABB including History at B.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £19,450/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/history-ba
University of Cardiff,Cardiff,"School of History, Archaeology and Religion",BA (Hons),Ancient and Medieval History,3 Years,BBB including History or Classical Civilisation.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £19,450/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/ancient-medieval-history-ba
University of Cardiff,Cardiff,"School of History, Archaeology and Religion",BA (Hons),History and Welsh History,3 Years,ABB including History at B.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £19,450/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/history-welsh-history-ba
University of Cardiff,Cardiff,"School of Journalism, Media and Culture",BA (Hons),Journalism,3 Years,ABB. Media or communications experience beneficial.,IELTS 7.0 (min 6.5),"UK: £9,535/year | International: £19,450/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/journalism-ba
University of Cardiff,Cardiff,"School of Journalism, Media and Culture",BA (Hons),Media and Communications,3 Years,ABB. No specific subjects required.,IELTS 7.0 (min 6.5),"UK: £9,535/year | International: £19,450/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/media-communications-ba
University of Cardiff,Cardiff,"School of Journalism, Media and Culture",BA (Hons),"Journalism, Media and English Literature",3 Years,ABB including English Literature at B.,IELTS 7.0 (min 6.5),"UK: £9,535/year | International: £19,450/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/journalism-media-english-literature-ba
University of Cardiff,Cardiff,Cardiff Law School,LLB (Hons),Law,3 Years,AAB. No specific A-Level subjects required.,IELTS 7.0 (min 6.5),"UK: £9,535/year | International: £19,450/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/law-llb
University of Cardiff,Cardiff,Cardiff Law School,LLB (Hons),Law with Criminology,3 Years,AAB. No specific A-Level subjects required.,IELTS 7.0 (min 6.5),"UK: £9,535/year | International: £19,450/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/law-criminology-llb
University of Cardiff,Cardiff,Cardiff Law School,LLB (Hons),Law with Politics and International Relations,3 Years,AAB. No specific A-Level subjects required.,IELTS 7.0 (min 6.5),"UK: £9,535/year | International: £19,450/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/law-politics-llb
University of Cardiff,Cardiff,School of Modern Languages,BA (Hons),French,4 Years (incl. year abroad),ABB including French at B.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £19,450/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/french-ba
University of Cardiff,Cardiff,School of Modern Languages,BA (Hons),Spanish,4 Years (incl. year abroad),ABB including Spanish at B.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £19,450/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/spanish-ba
University of Cardiff,Cardiff,School of Welsh,BA (Hons),Welsh,3 Years,BBB including Welsh at B.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £19,450/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/welsh-ba
University of Cardiff,Cardiff,School of Modern Languages,BA (Hons),Modern Languages and Translation,4 Years (incl. year abroad),ABB including two languages or one language plus a humanity.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £19,450/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/modern-languages-translation-ba
University of Cardiff,Cardiff,School of Music,BMus (Hons),Music,3 Years,ABB including Music at B. Audition required.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £19,450/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/music-bmus
University of Cardiff,Cardiff,School of Music,BSc (Hons),Music and Acoustics,3 Years,ABB including Music and a Science or Maths.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £19,450/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/music-acoustics-bsc
University of Cardiff,Cardiff,"School of English, Communication and Philosophy",BA (Hons),Philosophy,3 Years,ABB. No specific A-Level subjects required.,IELTS 7.0 (min 6.5),"UK: £9,535/year | International: £19,450/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/philosophy-ba
University of Cardiff,Cardiff,"School of History, Archaeology and Religion",BA (Hons),Philosophy and Religion,3 Years,ABB. No specific A-Level subjects required.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £19,450/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/philosophy-religion-ba
University of Cardiff,Cardiff,School of Law and Politics,BA (Hons),Politics,3 Years,"ABB. History, Politics or Economics preferred.",IELTS 7.0 (min 6.5),"UK: £9,535/year | International: £19,450/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/politics-ba
University of Cardiff,Cardiff,School of Law and Politics,BA (Hons),Politics and International Relations,3 Years,"ABB. History, Politics or Economics preferred.",IELTS 7.0 (min 6.5),"UK: £9,535/year | International: £19,450/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/politics-international-relations-ba
University of Cardiff,Cardiff,School of Law and Politics,BA (Hons),"Philosophy, Politics and International Relations",3 Years,ABB. No specific A-Level subjects required.,IELTS 7.0 (min 6.5),"UK: £9,535/year | International: £19,450/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/philosophy-politics-international-relations-ba
University of Cardiff,Cardiff,School of Law and Politics,BA (Hons),"Politics, International Relations and a Modern Language",4 Years (incl. year abroad),ABB including a language at B.,IELTS 7.0 (min 6.5),"UK: £9,535/year | International: £19,450/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/politics-ir-language-ba
University of Cardiff,Cardiff,School of Geography and Planning,BA (Hons),Human Geography,3 Years,ABB including Geography at B.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £19,450/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/human-geography-ba
University of Cardiff,Cardiff,School of Geography and Planning,BSc (Hons),Urban Planning,3 Years,BBB. No specific subjects required.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £19,450/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/urban-planning-bsc
University of Cardiff,Cardiff,School of Geography and Planning,BSc (Hons),"Planning, Geography and Environment",3 Years,BBB including Geography or Environmental Science.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £19,450/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/planning-geography-environment-bsc
University of Cardiff,Cardiff,School of Medicine / Biosciences,BSc (Hons),Biomedical Science,3 Years,ABB including Biology and Chemistry.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/biomedical-science-bsc
University of Cardiff,Cardiff,School of Biosciences,BSc (Hons),Biology,3 Years,ABB including Biology.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/biology-bsc
University of Cardiff,Cardiff,School of Biosciences,BSc (Hons),Biology with a Professional Placement Year,4 Years,ABB including Biology.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/biology-placement-bsc
University of Cardiff,Cardiff,School of Biosciences,BSc (Hons),Biochemistry,3 Years,ABB including Biology and Chemistry.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/biochemistry-bsc
University of Cardiff,Cardiff,School of Biosciences,BSc (Hons),Genetics,3 Years,ABB including Biology. Chemistry beneficial.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/genetics-bsc
University of Cardiff,Cardiff,School of Biosciences,BSc (Hons),Microbiology,3 Years,ABB including Biology and Chemistry.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/microbiology-bsc
University of Cardiff,Cardiff,School of Biosciences,BSc (Hons),Zoology,3 Years,ABB including Biology.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/zoology-bsc
University of Cardiff,Cardiff,School of Biosciences,BSc (Hons),Ecology,3 Years,ABB including Biology.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/ecology-bsc
University of Cardiff,Cardiff,School of Healthcare Sciences,BN (Hons),Adult Nursing,3 Years,BBC including Biology. Healthcare work experience required.,IELTS 7.0 (min 6.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/adult-nursing-bn
University of Cardiff,Cardiff,School of Healthcare Sciences,BN (Hons),Child Nursing,3 Years,BBC including Biology. Child healthcare experience required.,IELTS 7.0 (min 6.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/child-nursing-bn
University of Cardiff,Cardiff,School of Healthcare Sciences,BN (Hons),Mental Health Nursing,3 Years,BBC including Biology. Mental health setting experience preferred.,IELTS 7.0 (min 6.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/mental-health-nursing-bn
University of Cardiff,Cardiff,School of Healthcare Sciences,BMid (Hons),Midwifery,3 Years,BBC including Biology. Clinical placement experience required.,IELTS 7.0 (min 6.5),"UK: £9,535/year | International: £36,950/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/midwifery-bmid
University of Cardiff,Cardiff,School of Healthcare Sciences,BSc (Hons),Physiotherapy,3 Years,ABB including Biology. Healthcare work experience required.,IELTS 7.0 (min 6.5),"UK: £9,535/year | International: £36,950/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/physiotherapy-bsc
University of Cardiff,Cardiff,School of Healthcare Sciences,BSc (Hons),Occupational Therapy,3 Years,BBB including Biology. Healthcare or social care experience required.,IELTS 7.0 (min 6.5),"UK: £9,535/year | International: £36,950/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/occupational-therapy-bsc
University of Cardiff,Cardiff,School of Healthcare Sciences,BSc (Hons),Radiography (Diagnostic),3 Years,ABB including Biology or Physics. Clinical observation experience required.,IELTS 7.0 (min 6.5),"UK: £9,535/year | International: £36,950/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/radiography-diagnostic-bsc
University of Cardiff,Cardiff,School of Healthcare Sciences,BSc (Hons),Radiography (Therapeutic),3 Years,ABB including Biology. Clinical observation experience required.,IELTS 7.0 (min 6.5),"UK: £9,535/year | International: £36,950/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/radiography-therapeutic-bsc
University of Cardiff,Cardiff,School of Dentistry,BDS,Dentistry,5 Years,AAA including Chemistry and Biology. UCAT required. Dental work experience essential.,UCAT; IELTS 7.0 (min 6.5),"UK: £9,535/year | International: £36,950/year",15-Oct-2025,https://www.cardiff.ac.uk/study/undergraduate/courses/dentistry-bds
University of Cardiff,Cardiff,School of Medicine,MBBCh,Medicine,5 Years,AAA including Chemistry and Biology. UCAT required. Healthcare work experience essential.,UCAT; IELTS 7.0 (min 6.5),"UK: £9,535/year | International: £36,950/year",15-Oct-2025,https://www.cardiff.ac.uk/study/undergraduate/courses/medicine-mbbch
University of Cardiff,Cardiff,School of Optometry and Vision Sciences,BSc (Hons),Optometry,3 Years,ABB including Biology and one of Chemistry/Maths/Physics.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/optometry-bsc
University of Cardiff,Cardiff,School of Pharmacy and Pharmaceutical Sciences,MPharm,Pharmacy,4 Years,AAB including Chemistry at A. Biology beneficial.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/pharmacy-mpharm
University of Cardiff,Cardiff,School of Pharmacy and Pharmaceutical Sciences,BSc (Hons),Medical Pharmacology,3 Years,ABB including Chemistry. Biology beneficial.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/medical-pharmacology-bsc
University of Cardiff,Cardiff,School of Psychology,BSc (Hons),Psychology,3 Years,ABB. Mathematics at B beneficial.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/psychology-bsc
University of Cardiff,Cardiff,School of Psychology,BSc (Hons),Psychology with Professional Placement,4 Years,ABB. Mathematics at B beneficial.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/psychology-professional-placement-bsc
University of Cardiff,Cardiff,School of Chemistry,BSc (Hons),Chemistry,3 Years,ABB including Chemistry at A.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/chemistry-bsc
University of Cardiff,Cardiff,School of Chemistry,MChem (Hons),Chemistry,4 Years,AAB including Chemistry at A.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/chemistry-mchem
University of Cardiff,Cardiff,School of Chemistry,MChem (Hons),Chemistry with a Professional Placement Year,5 Years,AAB including Chemistry at A.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/chemistry-placement-mchem
University of Cardiff,Cardiff,School of Computer Science and Informatics,BSc (Hons),Computer Science,3 Years,ABB including Mathematics at B.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/computer-science-bsc
University of Cardiff,Cardiff,School of Computer Science and Informatics,MEng (Hons),Computer Science,4 Years,AAB including Mathematics at A.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/computer-science-meng
University of Cardiff,Cardiff,School of Computer Science and Informatics,BSc (Hons),Computer Science with a Professional Placement Year,4 Years,ABB including Mathematics at B.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/computer-science-placement-bsc
University of Cardiff,Cardiff,School of Computer Science and Informatics,BSc (Hons),Artificial Intelligence,3 Years,ABB including Mathematics at B.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/artificial-intelligence-bsc
University of Cardiff,Cardiff,School of Computer Science and Informatics,BSc (Hons),Cyber Security,3 Years,ABB including Mathematics at B.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/cyber-security-bsc
University of Cardiff,Cardiff,School of Computer Science and Informatics,BEng (Hons),Software Engineering,3 Years,ABB including Mathematics at B.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/software-engineering-beng
University of Cardiff,Cardiff,School of Earth and Environmental Sciences,BSc (Hons),Earth Sciences,3 Years,"ABB including at least one of: Geography, Chemistry, Biology, Physics, Maths.",IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/earth-sciences-bsc
University of Cardiff,Cardiff,School of Earth and Environmental Sciences,BSc (Hons),Environmental Earth Science,3 Years,ABB including Geography or Environmental Science.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/environmental-earth-science-bsc
University of Cardiff,Cardiff,School of Geography and Planning,BSc (Hons),Physical Geography,3 Years,ABB including Geography at B.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/physical-geography-bsc
University of Cardiff,Cardiff,School of Engineering,BEng (Hons),Civil Engineering,3 Years,ABB including Mathematics and Physics/Further Maths.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/civil-engineering-beng
University of Cardiff,Cardiff,School of Engineering,MEng (Hons),Civil Engineering,4 Years,AAB including Mathematics and Physics/Further Maths.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/civil-engineering-meng
University of Cardiff,Cardiff,School of Engineering,BEng (Hons),Mechanical Engineering,3 Years,ABB including Mathematics and Physics.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/mechanical-engineering-beng
University of Cardiff,Cardiff,School of Engineering,MEng (Hons),Mechanical Engineering,4 Years,AAB including Mathematics and Physics.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/mechanical-engineering-meng
University of Cardiff,Cardiff,School of Engineering,BEng (Hons),Electrical and Electronic Engineering,3 Years,ABB including Mathematics and Physics.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/electrical-electronic-engineering-beng
University of Cardiff,Cardiff,School of Engineering,MEng (Hons),Electrical and Electronic Engineering,4 Years,AAB including Mathematics and Physics.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/electrical-electronic-engineering-meng
University of Cardiff,Cardiff,School of Engineering,BEng (Hons),Aerospace Engineering,3 Years,AAB including Mathematics and Physics.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/aerospace-engineering-beng
University of Cardiff,Cardiff,School of Engineering,MEng (Hons),Aerospace Engineering,4 Years,AAB including Mathematics and Physics.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/aerospace-engineering-meng
University of Cardiff,Cardiff,School of Engineering,BEng (Hons),Chemical Engineering,3 Years,ABB including Mathematics and Chemistry.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/chemical-engineering-beng
University of Cardiff,Cardiff,School of Engineering,MEng (Hons),Chemical Engineering,4 Years,AAB including Mathematics and Chemistry.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/chemical-engineering-meng
University of Cardiff,Cardiff,School of Engineering,BEng (Hons),Environmental Engineering,3 Years,ABB including Mathematics and Physics or Chemistry.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/environmental-engineering-beng
University of Cardiff,Cardiff,School of Mathematics,BSc (Hons),Mathematics,3 Years,ABB including Mathematics at A.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/mathematics-bsc
University of Cardiff,Cardiff,School of Mathematics,MMath (Hons),Mathematics,4 Years,AAB including Mathematics at A.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/mathematics-mmath
University of Cardiff,Cardiff,School of Mathematics,BSc (Hons),Mathematics for the Modern World,3 Years,ABB including Mathematics at A.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/mathematics-modern-world-bsc
University of Cardiff,Cardiff,School of Mathematics,BSc (Hons),Mathematics for the Modern World with a Year of Study Abroad,4 Years,ABB including Mathematics at A.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/mathematics-modern-world-year-abroad-bsc
University of Cardiff,Cardiff,School of Physics and Astronomy,BSc (Hons),Physics,3 Years,ABB including Mathematics and Physics.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/physics-bsc
University of Cardiff,Cardiff,School of Physics and Astronomy,MPhys (Hons),Physics,4 Years,AAB including Mathematics and Physics.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/physics-mphys
University of Cardiff,Cardiff,School of Physics and Astronomy,BSc (Hons),Astrophysics,3 Years,ABB including Mathematics and Physics.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/astrophysics-bsc
University of Cardiff,Cardiff,School of Physics and Astronomy,MPhys (Hons),Astrophysics,4 Years,AAB including Mathematics and Physics.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/astrophysics-mphys
University of Cardiff,Cardiff,School of Physics and Astronomy,BSc (Hons),Astrophysics with a Professional Placement Year,4 Years,ABB including Mathematics and Physics.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £22,750/year",29-Jan-2026,https://www.cardiff.ac.uk/study/undergraduate/courses/astrophysics-placement-bsc
