university_name,city,department,degree,program,duration,eligibility_criteria,test_required,fee_structure,admission_deadline,program_url
Nottingham Trent University,Nottingham,School of Arts and Humanities,BA (Hons),Media Production,3 Years,112 UCAS points (BBC at A-Level). No specific subjects required.,IELTS 6.5 (min 6.0 in each skill),"UK: £9,790/year | International: £18,700/year",29-Jan-2026,https://www.ntu.ac.uk/course/arts-and-humanities/ug/ba-hons-media-production
Nottingham Trent University,Nottingham,School of Animal Rural and Environmental Sciences,BSc (Hons),Environmental Science,3 Years,104-112 UCAS points (BCC-BBC at A-Level). Science subjects preferred.,IELTS 6.0 (min 5.5 in each skill),"UK: £9,790/year | International: £17,950/year",29-Jan-2026,https://www.ntu.ac.uk/course/animal-rural-and-environmental-sciences/ug/bsc-hons-environmental-science
Nottingham Trent University,Nottingham,Institute of Education,BA (Hons),History with Secondary Education (QTS),3 Years,120 UCAS points (BBB at A-Level). History at grade B or above required. DBS check required.,IELTS 6.5 (min 5.5 in each skill),"UK: £9,790/year | International: £17,950/year",29-Jan-2026,https://www.ntu.ac.uk/course/education/ug/history-with-secondary-education-qts
Nottingham Trent University,Nottingham,Nottingham Business School,MBA,Master of Business Administration,1 Year,2:2 honours degree in any subject plus minimum 3 years relevant work experience.,IELTS 6.5 (min 6.0 in each skill),"UK: £21,500/year | International: £25,000/year",Rolling admissions,https://www.ntu.ac.uk/course/nottingham-business-school/pg/mba-master-of-business-administration
Nottingham Trent University,Nottingham,School of Science and Technology,MSc,Cyber Security,1 Year,2:2 honours degree in Computer Science or related discipline.,IELTS 6.5 (min 6.0 in each skill),"UK: £10,300/year | International: £19,650/year",Rolling admissions,https://www.ntu.ac.uk/course/science-and-technology/pg/msc-cyber-security
Nottingham Trent University,Nottingham,School of Science and Technology,MSc,Cloud and Enterprise Computing,1 Year,2:2 honours degree in Computing or related discipline.,IELTS 6.5 (min 6.0 in each skill),"UK: £10,300/year | International: £19,650/year",Rolling admissions,https://www.ntu.ac.uk/course/science-and-technology/pg/msc-cloud-and-enterprise-computing
Nottingham Trent University,Nottingham,School of Science and Technology,MSc,Forensic Science,1 Year,"2:2 honours degree in a Science discipline (e.g. Chemistry, Biology, Forensic Science).",IELTS 6.5 (min 6.0 in each skill),"UK: £10,300/year | International: £19,650/year",Rolling admissions,https://www.ntu.ac.uk/course/science-and-technology/pg/msc-forensic-science
Nottingham Trent University,Nottingham,School of Science and Technology,MSc,Physics,1 Year,2:2 honours degree in Physics or closely related discipline.,IELTS 6.5 (min 6.0 in each skill),"UK: £10,300/year | International: £19,650/year",Rolling admissions,https://www.ntu.ac.uk/course/science-and-technology/pg/msc-physics
Nottingham Trent University,Nottingham,School of Science and Technology,MRes,Advanced Materials Chemistry,1 Year,2:2 honours degree in Chemistry or related Science discipline.,IELTS 6.5 (min 6.0 in each skill),"UK: £10,300/year | International: £19,650/year",Rolling admissions,https://www.ntu.ac.uk/course/science-and-technology/pg/mres-advanced-materials-chemistry
Nottingham Trent University,Nottingham,School of Science and Technology,MRes,Chemistry,1 Year,2:2 honours degree in Chemistry or related Science discipline.,IELTS 6.5 (min 6.0 in each skill),"UK: £10,300/year | International: £19,650/year",Rolling admissions,https://www.ntu.ac.uk/course/science-and-technology/pg/mres-chemistry
Nottingham Trent University,Nottingham,School of Science and Technology,MRes,Cellular Biomedicine,1 Year,2:1 honours degree in Biomedical Science or closely related discipline.,IELTS 6.5 (min 6.0 in each skill),"UK: £10,300/year | International: £20,750/year",Rolling admissions,https://www.ntu.ac.uk/course/science-and-technology/pg/cellular-biomedicine
Nottingham Trent University,Nottingham,School of Science and Technology,MSc,Sport Management,1 Year,2:1 honours degree in a relevant subject (2:2 considered with relevant experience).,IELTS 6.5 (min 6.0 in each skill),"UK: £10,300/year | International: £19,650/year",Rolling admissions,https://www.ntu.ac.uk/course/science-and-technology/pg/sport-management
Nottingham Trent University,Nottingham,School of Science and Technology,MSc,Sport Psychology,1 Year,2:1 honours degree in Psychology or Sport Science (2:2 may be considered with experience).,IELTS 6.5 (min 6.0 in each skill),"UK: £10,300/year | International: £19,650/year",Rolling admissions,https://www.ntu.ac.uk/course/science-and-technology/pg/sport-psychology
Nottingham Trent University,Nottingham,School of Science and Technology,MSc,Sustainable Engineering: Energy,1 Year,2:1 honours degree in Engineering or related discipline.,IELTS 6.5 (min 6.0 in each skill),"UK: £10,300/year | International: £19,650/year",Rolling admissions,https://www.ntu.ac.uk/course/science-and-technology/pg/sustainable-engineering-energy
Nottingham Trent University,Nottingham,Nottingham Law School,LLM,Health Law,1 Year,2:2 honours degree in Law or a related legal discipline.,IELTS 6.5 (min 6.0 in each skill),"UK: £9,100/year | International: £18,300/year",Rolling admissions,https://www.ntu.ac.uk/course/nottingham-law-school/pg/llm-health-law
Nottingham Trent University,Nottingham,Nottingham Law School,Postgraduate Diploma,Postgraduate Diploma in Law (GDL Conversion),1 Year,2:2 honours degree in any non-Law subject.,IELTS 6.5 (min 6.0 in each skill),"UK: £10,650/year | International: £10,650/year",Rolling admissions,https://www.ntu.ac.uk/course/nottingham-law-school/pr/postgraduate-diploma-in-law
Nottingham Trent University,Nottingham,School of Social Sciences,MSc,Cyberpsychology,1 Year,2:2 honours degree in Psychology or closely related discipline.,IELTS 6.5 (min 6.0 in each skill),"UK: £10,300/year | International: £19,650/year",Rolling admissions,https://www.ntu.ac.uk/course/social-sciences/pg/msc-cyberpsychology
Nottingham Trent University,Nottingham,School of Social Sciences,MSc,Occupational Therapy (Pre-registration),2 Years,2:2 honours degree in any relevant discipline. Healthcare work experience required.,IELTS 7.0 (min 6.5 in each skill),"UK: £9,790/year | International: £17,950/year",Rolling admissions,https://www.ntu.ac.uk/course/social-sciences/pg/msc-occupational-therapy
Nottingham Trent University,Nottingham,School of Social Sciences,MSc,Paramedic Science,2 Years,2:2 honours degree in a Human Science or health-related discipline.,IELTS 7.0 (min 6.5 in each skill),"UK: £9,790/year | International: £17,950/year",Rolling admissions,https://www.ntu.ac.uk/course/social-sciences/pg/msc-paramedic-science
Nottingham Trent University,Nottingham,School of Social Sciences,MA,Public Health,1 Year,2:2 honours degree in any relevant discipline.,IELTS 6.5 (min 6.0 in each skill),"UK: £9,100/year | International: £17,200/year",Rolling admissions,https://www.ntu.ac.uk/course/social-sciences/pg/ma-public-health
Nottingham Trent University,Nottingham,School of Social Sciences,MA,Social Work,2 Years,2:1 honours degree in any relevant discipline. Relevant work or voluntary experience required.,IELTS 7.0 (min 6.5 in each skill),"UK: £8,950/year | International: £18,300/year",Rolling admissions,https://www.ntu.ac.uk/course/social-sciences/pg/ma-social-work
Nottingham Trent University,Nottingham,School of Arts and Humanities,MA,History,1 Year,2:2 honours degree in History or closely related humanities subject.,IELTS 6.5 (min 6.0 in each skill),"UK: £9,100/year | International: £18,300/year",Rolling admissions,https://www.ntu.ac.uk/course/arts-and-humanities/pg/ma-history
Nottingham Trent University,Nottingham,Institute of Education,MA,Education,1 Year,2:2 honours degree in any discipline. Teaching or education-related experience preferred.,IELTS 6.5 (min 6.0 in each skill),"UK: £9,100/year | International: £18,300/year",Rolling admissions,https://www.ntu.ac.uk/course/education/pg/education-with-specialist-pathways
Nottingham Trent University,Nottingham,Nottingham School of Art & Design,MA,Fashion and Creative Pattern Cutting,1 Year,2:2 honours degree in Fashion or related creative discipline. Portfolio required.,IELTS 6.5 (min 6.0 in each skill),"UK: £9,100/year | International: £18,300/year",Rolling admissions,https://www.ntu.ac.uk/course/art-and-design/pg/ma-fashion-and-creative-pattern-cutting
Nottingham Trent University,Nottingham,Nottingham School of Art & Design,MA,Luxury Fashion Brand Management,1 Year,2:2 honours degree in Fashion Business or related discipline.,IELTS 6.5 (min 6.0 in each skill),"UK: £10,700/year | International: £18,700/year",Rolling admissions,https://www.ntu.ac.uk/course/art-and-design/pg/ma-luxury-fashion-brand-management
Nottingham Trent University,Nottingham,School of Science and Technology,PhD,Science and Technology (Research Degree),3-4 Years,First class or 2:1 honours degree in a relevant discipline. Masters degree preferred. Research proposal and identified supervisor required.,IELTS 6.5 (min 6.0 in each skill),"UK: £4,786/year | International: £18,000/year",Rolling admissions,https://www.ntu.ac.uk/research/research-degrees
Nottingham Trent University,Nottingham,Nottingham Business School,PhD,Business and Management (Research Degree),3-4 Years,First class or 2:1 honours degree in a relevant discipline. Masters degree preferred. Research proposal and identified supervisor required.,IELTS 6.5 (min 6.0 in each skill),"UK: £4,786/year | International: £18,000/year",Rolling admissions,https://www.ntu.ac.uk/research/research-degrees
Nottingham Trent University,Nottingham,Nottingham Law School,PhD,Law (Research Degree),3-4 Years,First class or 2:1 LLB plus LLM or equivalent. Strong research proposal in area of law required.,IELTS 6.5 (min 6.0 in each skill),"UK: £4,786/year | International: £18,000/year",Rolling admissions,https://www.ntu.ac.uk/research/research-degrees
Nottingham Trent University,Nottingham,School of Social Sciences,PhD,Social Sciences (Research Degree),3-4 Years,First class or 2:1 honours degree in a relevant discipline. Masters degree preferred. Research proposal required.,IELTS 6.5 (min 6.0 in each skill),"UK: £4,786/year | International: £18,000/year",Rolling admissions,https://www.ntu.ac.uk/research/research-degrees
Nottingham Trent University,Nottingham,School of Arts and Humanities,PhD,Arts and Humanities (Research Degree),3-4 Years,First class or 2:1 honours degree in a relevant discipline. Masters degree preferred. Research proposal required.,IELTS 6.5 (min 6.0 in each skill),"UK: £4,786/year | International: £18,000/year",Rolling admissions,https://www.ntu.ac.uk/research/research-degrees
