university_name,city,department,degree,program,duration,eligibility_criteria,test_required,fee_structure,admission_deadline,program_url
University of Bristol,Bristol,School of Humanities,BA,History,3 Years,AAB at A-Level including History.,IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £22,300/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/history
University of Bristol,Bristol,School of Humanities,BA,Philosophy,3 Years,ABB at A-Level. No specific subject requirements.,IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £22,300/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/philosophy
University of Bristol,Bristol,School of Humanities,BA,Theology and Religious Studies,3 Years,ABB at A-Level. No specific subject requirements.,IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £22,300/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/theology-religious-studies
University of Bristol,Bristol,School of Modern Languages,BA,French,4 Years,ABB at A-Level including French at grade B. Year abroad included.,IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £22,300/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/french
University of Bristol,Bristol,School of Modern Languages,BA,Spanish,4 Years,ABB at A-Level including Spanish at grade B. Year abroad included.,IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £22,300/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/spanish
University of Bristol,Bristol,School of Modern Languages,BA,German,4 Years,ABB at A-Level including German at grade B. Year abroad included.,IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £22,300/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/german
University of Bristol,Bristol,School of Modern Languages,BA,Portuguese and Brazilian Studies,4 Years,ABB at A-Level. Year abroad included.,IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £22,300/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/portuguese-brazilian-studies
University of Bristol,Bristol,School for Policy Studies,BSc,Social Policy,3 Years,ABB at A-Level. No specific subject requirements.,IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £22,300/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/social-policy
University of Bristol,Bristol,School for Policy Studies,BA,Social Work,3 Years,ABB at A-Level. DBS enhanced check and occupational health check required.,IELTS 7.0 overall (min 6.5 per component),"UK: £9,250/year | International: £22,300/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/social-work
University of Bristol,Bristol,"School of Sociology, Politics and International Studies",BA,Politics,3 Years,ABB at A-Level. No specific subject requirements.,IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £22,300/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/politics
University of Bristol,Bristol,"School of Sociology, Politics and International Studies",BA,International Relations,3 Years,ABB at A-Level. No specific subject requirements.,IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £22,300/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/international-relations
University of Bristol,Bristol,"School of Sociology, Politics and International Studies",BSc,Sociology,3 Years,ABB at A-Level. No specific subject requirements.,IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £22,300/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/sociology
University of Bristol,Bristol,University of Bristol Business School,BSc,Business Management,3 Years,ABB at A-Level. No specific subject requirements.,IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £24,700/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/business-management
University of Bristol,Bristol,University of Bristol Business School,BSc,Accounting and Finance,3 Years,ABB at A-Level including Mathematics.,IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £24,700/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/accounting-finance
University of Bristol,Bristol,University of Bristol Law School,LLB,Law,3 Years,AAB at A-Level. No specific subject requirements. Strong analytical and writing skills expected.,IELTS 7.0 overall (min 6.5 per component),"UK: £9,250/year | International: £22,300/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/law
University of Bristol,Bristol,University of Bristol Law School,LLB,Law with Study Abroad,4 Years,AAB at A-Level. No specific subject requirements. Year abroad included.,IELTS 7.0 overall (min 6.5 per component),"UK: £9,250/year | International: £22,300/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/law-study-abroad
University of Bristol,Bristol,Bristol Medical School,MBChB,Medicine,5 Years,AAA at A-Level including Chemistry and Biology (or Physics or Maths). UCAT required. Relevant work or healthcare experience expected.,UCAT; IELTS 7.5 overall (min 7.0 per component),"UK: £9,250/year | International: £46,200/year",15-Oct-2025,https://www.bristol.ac.uk/study/undergraduate/2026/medicine
University of Bristol,Bristol,Bristol Dental School,BDS,Dentistry,5 Years,AAA at A-Level including Chemistry and Biology. UCAT required. Relevant dental/healthcare work experience essential.,UCAT; IELTS 7.0 overall (min 6.5 per component),"UK: £9,250/year | International: £37,900/year",15-Oct-2025,https://www.bristol.ac.uk/study/undergraduate/2026/dentistry
University of Bristol,Bristol,Bristol Veterinary School,BVSc,Veterinary Science,5 Years,AAA at A-Level including Chemistry and Biology. Work experience with animals required.,IELTS 7.0 overall (min 6.5 per component),"UK: £9,250/year | International: £46,200/year",15-Oct-2025,https://www.bristol.ac.uk/study/undergraduate/2026/veterinary-science
University of Bristol,Bristol,School of Anatomy,BSc,Anatomy,3 Years,ABB at A-Level including Biology.,IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £27,200/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/anatomy
University of Bristol,Bristol,School of Biochemistry,BSc,Biochemistry,3 Years,AAB at A-Level including Chemistry and Biology.,IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £27,200/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/biochemistry
University of Bristol,Bristol,School of Biological Sciences,BSc,Biological Sciences,3 Years,ABB at A-Level including Biology.,IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £27,200/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/biological-sciences
University of Bristol,Bristol,School of Biological Sciences,BSc,Zoology,3 Years,ABB at A-Level including Biology.,IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £27,200/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/zoology
University of Bristol,Bristol,School of Biological Sciences,BSc,Ecology and Conservation,3 Years,ABB at A-Level including Biology.,IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £27,200/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/ecology-conservation
University of Bristol,Bristol,"School of Physiology, Pharmacology and Neuroscience",BSc,Neuroscience,3 Years,ABB at A-Level including Biology and Chemistry or Physics.,IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £27,200/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/neuroscience
University of Bristol,Bristol,"School of Physiology, Pharmacology and Neuroscience",BSc,Pharmacology,3 Years,"ABB at A-Level including Chemistry and one of Biology, Physics or Maths.",IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £27,200/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/pharmacology
University of Bristol,Bristol,"School of Physiology, Pharmacology and Neuroscience",BSc,Physiology,3 Years,ABB at A-Level including Biology.,IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £27,200/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/physiology
University of Bristol,Bristol,School of Psychological Science,BSc,Psychology,3 Years,ABB at A-Level. Psychology not required at A-Level.,IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £24,700/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/psychology
University of Bristol,Bristol,School of Cellular and Molecular Medicine,BSc,Biomedical Sciences,3 Years,ABB at A-Level including Biology and Chemistry.,IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £27,200/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/biomedical-sciences
University of Bristol,Bristol,School of Chemistry,BSc,Chemistry,3 Years,ABB at A-Level including Chemistry and Mathematics.,IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £27,200/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/chemistry
University of Bristol,Bristol,School of Chemistry,MSci,Chemistry,4 Years,AAA at A-Level including Chemistry and Mathematics.,IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £27,200/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/chemistry-msci
University of Bristol,Bristol,"School of Civil, Aerospace, and Design Engineering",BEng,Civil Engineering,3 Years,AAB at A-Level including Mathematics and Physics.,IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £27,200/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/civil-engineering
University of Bristol,Bristol,"School of Civil, Aerospace, and Design Engineering",MEng,Civil Engineering,4 Years,AAA at A-Level including Mathematics and Physics.,IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £27,200/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/civil-engineering-meng
University of Bristol,Bristol,"School of Civil, Aerospace, and Design Engineering",BEng,Aerospace Engineering,3 Years,AAB at A-Level including Mathematics and Physics.,IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £27,200/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/aerospace-engineering
University of Bristol,Bristol,"School of Civil, Aerospace, and Design Engineering",MEng,Aerospace Engineering,4 Years,AAA at A-Level including Mathematics and Physics.,IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £27,200/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/aerospace-engineering-meng
University of Bristol,Bristol,"School of Civil, Aerospace, and Design Engineering",BEng,Engineering Design,3 Years,AAB at A-Level including Mathematics.,IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £27,200/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/engineering-design
University of Bristol,Bristol,School of Computer Science,BSc,Computer Science,3 Years,AAB at A-Level including Mathematics. Computing/Further Maths beneficial.,IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £27,200/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/computer-science
University of Bristol,Bristol,School of Computer Science,MEng,Computer Science,4 Years,AAA at A-Level including Mathematics.,IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £27,200/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/computer-science-meng
University of Bristol,Bristol,School of Computer Science,BEng,Computer Science and Electronics,3 Years,AAB at A-Level including Mathematics and Physics.,IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £27,200/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/computer-science-electronics
University of Bristol,Bristol,School of Earth Sciences,BSc,Geology,3 Years,"ABB at A-Level including at least one science (Chemistry, Physics, Geography or Biology).",IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £27,200/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/geology
University of Bristol,Bristol,School of Earth Sciences,MSci,Earth Sciences,4 Years,AAB at A-Level including at least one science.,IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £27,200/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/earth-sciences-msci
University of Bristol,Bristol,"School of Electrical, Electronic and Mechanical Engineering",BEng,Electrical and Electronic Engineering,3 Years,AAB at A-Level including Mathematics and Physics.,IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £27,200/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/electrical-electronic-engineering
University of Bristol,Bristol,"School of Electrical, Electronic and Mechanical Engineering",MEng,Electrical and Electronic Engineering,4 Years,AAA at A-Level including Mathematics and Physics.,IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £27,200/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/electrical-electronic-engineering-meng
University of Bristol,Bristol,"School of Electrical, Electronic and Mechanical Engineering",BEng,Mechanical Engineering,3 Years,AAB at A-Level including Mathematics and Physics.,IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £27,200/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/mechanical-engineering
University of Bristol,Bristol,"School of Electrical, Electronic and Mechanical Engineering",MEng,Mechanical Engineering,4 Years,AAA at A-Level including Mathematics and Physics.,IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £27,200/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/mechanical-engineering-meng
University of Bristol,Bristol,School of Engineering Mathematics and Technology,BEng,Engineering Mathematics,3 Years,"AAB at A-Level including Mathematics and one of Physics, Further Maths or Computing.",IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £27,200/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/engineering-mathematics
University of Bristol,Bristol,School of Geographical Sciences,BA,Geography,3 Years,ABB at A-Level including Geography.,IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £22,300/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/geography-ba
University of Bristol,Bristol,School of Geographical Sciences,BSc,Geography,3 Years,ABB at A-Level including Geography.,IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £27,200/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/geography-bsc
University of Bristol,Bristol,School of Mathematics,BSc,Mathematics,3 Years,A*AA at A-Level including Mathematics. Further Mathematics strongly preferred.,IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £27,200/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/mathematics
University of Bristol,Bristol,School of Mathematics,MMath,Mathematics,4 Years,A*AA at A-Level including Mathematics and Further Mathematics.,IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £27,200/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/mathematics-mmath
University of Bristol,Bristol,School of Mathematics,BSc,Mathematics and Statistics,3 Years,A*AA at A-Level including Mathematics.,IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £27,200/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/mathematics-statistics
University of Bristol,Bristol,School of Physics,BSc,Physics,3 Years,AAB at A-Level including Mathematics and Physics.,IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £27,200/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/physics
University of Bristol,Bristol,School of Physics,MSci,Physics,4 Years,AAA at A-Level including Mathematics and Physics.,IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £27,200/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/physics-msci
University of Bristol,Bristol,School of Physics,MSci,Physics with Astrophysics,4 Years,AAA at A-Level including Mathematics and Physics.,IELTS 6.5 overall (min 6.0 per component),"UK: £9,250/year | International: £27,200/year",29-Jan-2026,https://www.bristol.ac.uk/study/undergraduate/2026/physics-astrophysics-msci
University of Bristol,Bristol,School of Humanities,MA,English Studies,1 Year,2:1 honours degree in English or related discipline.,IELTS 7.0 overall (min 6.5 per component),"UK: £10,500/year | International: £22,400/year",27-Jun-2025,https://www.bristol.ac.uk/study/postgraduate/taught/2025/english-studies-ma
University of Bristol,Bristol,School of Humanities,MA,History,1 Year,2:1 honours degree in History or related discipline.,IELTS 6.5 overall (min 6.0 per component),"UK: £10,500/year | International: £22,400/year",27-Jun-2025,https://www.bristol.ac.uk/study/postgraduate/taught/2025/history-ma
University of Bristol,Bristol,School of Humanities,MA,Philosophy,1 Year,2:1 honours degree in Philosophy or related discipline.,IELTS 6.5 overall (min 6.0 per component),"UK: £10,500/year | International: £22,400/year",27-Jun-2025,https://www.bristol.ac.uk/study/postgraduate/taught/2025/philosophy-ma
University of Bristol,Bristol,School of Humanities,MA,Theology and Religious Studies,1 Year,"2:1 honours degree in Theology, Religion or related discipline.",IELTS 6.5 overall (min 6.0 per component),"UK: £10,500/year | International: £22,400/year",27-Jun-2025,https://www.bristol.ac.uk/study/postgraduate/taught/2025/theology-religious-studies-ma
University of Bristol,Bristol,School of Economics,MSc,Economics,1 Year,2:1 honours degree in Economics or Mathematics/Statistics.,IELTS 6.5 overall (min 6.0 per component),"UK: £13,000/year | International: £26,800/year",27-Jun-2025,https://www.bristol.ac.uk/study/postgraduate/taught/2025/economics-msc
University of Bristol,Bristol,School for Policy Studies,MSc,International Development,1 Year,2:1 honours degree in Social Sciences or related field.,IELTS 6.5 overall (min 6.0 per component),"UK: £10,500/year | International: £22,400/year",27-Jun-2025,https://www.bristol.ac.uk/study/postgraduate/taught/2025/international-development-msc
University of Bristol,Bristol,School for Policy Studies,MSc,Social Policy,1 Year,2:1 honours degree in Social Sciences or related discipline.,IELTS 6.5 overall (min 6.0 per component),"UK: £10,500/year | International: £22,400/year",27-Jun-2025,https://www.bristol.ac.uk/study/postgraduate/taught/2025/social-policy-msc
University of Bristol,Bristol,"School of Sociology, Politics and International Studies",MSc,Criminology,1 Year,"2:1 honours degree in Social Sciences, Law, or related discipline.",IELTS 6.5 overall (min 6.0 per component),"UK: £10,500/year | International: £22,400/year",27-Jun-2025,https://www.bristol.ac.uk/study/postgraduate/taught/2025/criminology-msc
University of Bristol,Bristol,"School of Sociology, Politics and International Studies",MSc,International Relations,1 Year,"2:1 honours degree in Politics, IR or Social Sciences.",IELTS 6.5 overall (min 6.0 per component),"UK: £10,500/year | International: £22,400/year",27-Jun-2025,https://www.bristol.ac.uk/study/postgraduate/taught/2025/international-relations-msc
University of Bristol,Bristol,"School of Sociology, Politics and International Studies",MSc,Sociology,1 Year,2:1 honours degree in Sociology or related Social Science.,IELTS 6.5 overall (min 6.0 per component),"UK: £10,500/year | International: £22,400/year",27-Jun-2025,https://www.bristol.ac.uk/study/postgraduate/taught/2025/sociology-msc
University of Bristol,Bristol,University of Bristol Business School,MBA,Business Administration,1 Year,2:1 honours degree plus minimum 3 years professional work experience.,GMAT 550+ recommended; IELTS 7.0 overall (min 6.5 per component),"UK: £38,000/year | International: £38,000/year",27-Jun-2025,https://www.bristol.ac.uk/study/postgraduate/taught/2025/mba
University of Bristol,Bristol,University of Bristol Business School,MSc,Finance,1 Year,"2:1 honours degree in Finance, Economics, Mathematics or related.",IELTS 6.5 overall (min 6.0 per component),"UK: £18,500/year | International: £29,500/year",27-Jun-2025,https://www.bristol.ac.uk/study/postgraduate/taught/2025/finance-msc
University of Bristol,Bristol,University of Bristol Business School,MSc,Accounting and Finance,1 Year,"2:1 honours degree in Accounting, Finance or related discipline.",IELTS 6.5 overall (min 6.0 per component),"UK: £18,500/year | International: £29,500/year",27-Jun-2025,https://www.bristol.ac.uk/study/postgraduate/taught/2025/accounting-finance-msc
University of Bristol,Bristol,University of Bristol Business School,MSc,Management,1 Year,2:1 honours degree in any discipline.,IELTS 6.5 overall (min 6.0 per component),"UK: £18,500/year | International: £29,500/year",27-Jun-2025,https://www.bristol.ac.uk/study/postgraduate/taught/2025/management-msc
University of Bristol,Bristol,University of Bristol Law School,LLM,Law,1 Year,2:1 honours degree in Law or equivalent professional legal qualification.,IELTS 7.0 overall (min 6.5 per component),"UK: £11,800/year | International: £24,800/year",27-Jun-2025,https://www.bristol.ac.uk/study/postgraduate/taught/2025/law-llm
University of Bristol,Bristol,University of Bristol Law School,LLM,International Law,1 Year,2:1 honours degree in Law or equivalent.,IELTS 7.0 overall (min 6.5 per component),"UK: £11,800/year | International: £24,800/year",27-Jun-2025,https://www.bristol.ac.uk/study/postgraduate/taught/2025/international-law-llm
University of Bristol,Bristol,School of Modern Languages,MA,Modern Languages,1 Year,2:1 honours degree in Modern Languages or related discipline.,IELTS 6.5 overall (min 6.0 per component),"UK: £10,500/year | International: £22,400/year",27-Jun-2025,https://www.bristol.ac.uk/study/postgraduate/taught/2025/modern-languages-ma
University of Bristol,Bristol,School of Education,MEd,Education,1 Year,2:1 honours degree plus relevant teaching or educational experience.,IELTS 6.5 overall (min 6.0 per component),"UK: £10,500/year | International: £22,400/year",27-Jun-2025,https://www.bristol.ac.uk/study/postgraduate/taught/2025/education-med
University of Bristol,Bristol,Bristol Medical School,MSc,Clinical Research,1 Year,"2:1 honours degree in Medicine, Pharmacy, or Health Sciences.",IELTS 6.5 overall (min 6.0 per component),"UK: £11,200/year | International: £26,800/year",27-Jun-2025,https://www.bristol.ac.uk/study/postgraduate/taught/2025/clinical-research-msc
University of Bristol,Bristol,Bristol Medical School,MSc,Public Health,1 Year,"2:1 honours degree in Health, Biomedical or Social Science, or equivalent professional healthcare experience.",IELTS 6.5 overall (min 6.0 per component),"UK: £11,200/year | International: £26,800/year",27-Jun-2025,https://www.bristol.ac.uk/study/postgraduate/taught/2025/public-health-msc
University of Bristol,Bristol,Bristol Medical School,MSc,Epidemiology,1 Year,"2:1 honours degree in Medical, Health or Biological Sciences.",IELTS 6.5 overall (min 6.0 per component),"UK: £11,200/year | International: £26,800/year",27-Jun-2025,https://www.bristol.ac.uk/study/postgraduate/taught/2025/epidemiology-msc
University of Bristol,Bristol,Bristol Medical School,MSc,Global Health,1 Year,"2:1 honours degree in Health, Social or Biological Sciences.",IELTS 6.5 overall (min 6.0 per component),"UK: £11,200/year | International: £26,800/year",27-Jun-2025,https://www.bristol.ac.uk/study/postgraduate/taught/2025/global-health-msc
University of Bristol,Bristol,School of Psychological Science,MSc,Psychology (Conversion),1 Year,2:1 honours degree in any discipline. BPS conversion route for non-psychology graduates.,IELTS 6.5 overall (min 6.0 per component),"UK: £11,200/year | International: £24,800/year",27-Jun-2025,https://www.bristol.ac.uk/study/postgraduate/taught/2025/psychology-msc
University of Bristol,Bristol,School of Psychological Science,MSc,Cognitive Neuroscience,1 Year,"2:1 honours degree in Psychology, Neuroscience or related discipline.",IELTS 6.5 overall (min 6.0 per component),"UK: £11,200/year | International: £24,800/year",27-Jun-2025,https://www.bristol.ac.uk/study/postgraduate/taught/2025/cognitive-neuroscience-msc
University of Bristol,Bristol,School of Biochemistry,MSc,Biochemistry,1 Year,"2:1 honours degree in Biochemistry, Chemistry or related Life Science.",IELTS 6.5 overall (min 6.0 per component),"UK: £11,200/year | International: £26,800/year",27-Jun-2025,https://www.bristol.ac.uk/study/postgraduate/taught/2025/biochemistry-msc
University of Bristol,Bristol,School of Computer Science,MSc,Advanced Computer Science,1 Year,2:1 honours degree in Computer Science or closely related discipline.,IELTS 6.5 overall (min 6.0 per component),"UK: £13,000/year | International: £29,000/year",27-Jun-2025,https://www.bristol.ac.uk/study/postgraduate/taught/2025/advanced-computer-science-msc
University of Bristol,Bristol,School of Computer Science,MSc,Data Science,1 Year,"2:1 honours degree in Computer Science, Mathematics, Statistics or related.",IELTS 6.5 overall (min 6.0 per component),"UK: £13,000/year | International: £29,000/year",27-Jun-2025,https://www.bristol.ac.uk/study/postgraduate/taught/2025/data-science-msc
University of Bristol,Bristol,School of Computer Science,MSc,Artificial Intelligence,1 Year,2:1 honours degree in Computer Science or related with strong programming background.,IELTS 6.5 overall (min 6.0 per component),"UK: £13,000/year | International: £29,000/year",27-Jun-2025,https://www.bristol.ac.uk/study/postgraduate/taught/2025/artificial-intelligence-msc
University of Bristol,Bristol,School of Computer Science,MSc,Machine Learning,1 Year,"2:1 honours degree in Computer Science, Mathematics or related quantitative field.",IELTS 6.5 overall (min 6.0 per component),"UK: £13,000/year | International: £29,000/year",27-Jun-2025,https://www.bristol.ac.uk/study/postgraduate/taught/2025/machine-learning-msc
University of Bristol,Bristol,School of Chemistry,MSc,Chemistry,1 Year,2:1 honours degree in Chemistry or closely related discipline.,IELTS 6.5 overall (min 6.0 per component),"UK: £11,200/year | International: £26,800/year",27-Jun-2025,https://www.bristol.ac.uk/study/postgraduate/taught/2025/chemistry-msc
University of Bristol,Bristol,"School of Civil, Aerospace, and Design Engineering",MSc,Civil Engineering,1 Year,2:1 honours degree in Civil Engineering or related discipline.,IELTS 6.5 overall (min 6.0 per component),"UK: £11,200/year | International: £29,000/year",27-Jun-2025,https://www.bristol.ac.uk/study/postgraduate/taught/2025/civil-engineering-msc
